TVVC,TVVMAX,TVKM,TVKA,omega[1],omega[2],omega[3],omega[4],sigma,.chain,.iteration,.draw
65.0014,0.942065,0.282793,0.979709,0.312496,0.277499,0.436479,0.202126,0.200378,1,1,1
64.8278,0.956232,0.293359,0.976569,0.318452,0.28208,0.426014,0.189565,0.19726,1,2,2
65.1755,0.847417,0.22376,1.01095,0.317086,0.33203,0.505513,0.260487,0.203057,1,3,3
64.7433,0.969485,0.269542,1.01358,0.298452,0.265708,0.411829,0.2966,0.205646,1,4,4
64.056,1.00412,0.294013,0.952405,0.324434,0.233315,0.552304,0.25477,0.201554,1,5,5
65.0522,1.00704,0.281307,0.994335,0.300734,0.303681,0.527032,0.272994,0.204615,1,6,6
64.7609,1.02966,0.2924,1.00885,0.323374,0.363212,0.530419,0.259588,0.196402,1,7,7
64.0425,0.932474,0.251407,0.987333,0.321045,0.308055,0.476913,0.328164,0.201391,1,8,8
63.5385,0.898663,0.252233,1.01682,0.346776,0.366791,0.497379,0.313889,0.194233,1,9,9
65.4562,0.908578,0.229331,1.05058,0.30848,0.308501,0.504217,0.249327,0.206483,1,10,10
65.3209,0.939551,0.22928,1.06802,0.32160300000000003,0.284935,0.481263,0.251849,0.207419,1,11,11
66.9403,1.03323,0.329797,1.01723,0.331448,0.2058,0.455642,0.300724,0.198798,1,12,12
69.0287,0.898413,0.242962,0.988723,0.286128,0.390852,0.375197,0.232241,0.203797,1,13,13
70.6323,0.974586,0.258432,1.04807,0.301998,0.27098,0.394166,0.270052,0.203386,1,14,14
67.1881,0.912082,0.247236,0.982401,0.31413,0.295593,0.317482,0.28385,0.206284,1,15,15
67.2744,0.984299,0.280091,1.04385,0.318827,0.249721,0.33905,0.242885,0.201872,1,16,16
67.2266,0.977667,0.275045,1.03247,0.322564,0.288641,0.345542,0.249954,0.209268,1,17,17
65.3521,0.935842,0.271496,0.978266,0.294738,0.362669,0.38967,0.258614,0.200199,1,18,18
66.1722,0.946994,0.247009,0.986422,0.287053,0.359467,0.381936,0.245702,0.195739,1,19,19
66.5236,1.00088,0.278081,0.979028,0.291963,0.253434,0.428747,0.318922,0.21027,1,20,20
68.8788,0.932419,0.284907,1.05242,0.313709,0.324625,0.474303,0.268656,0.197792,1,21,21
65.8579,1.0815,0.30802,0.989033,0.350488,0.206118,0.454962,0.260092,0.209838,1,22,22
65.4583,0.995742,0.272674,0.976879,0.331,0.189621,0.417595,0.27657,0.205113,1,23,23
67.8276,0.948554,0.250575,1.01983,0.352945,0.295765,0.420211,0.256076,0.203821,1,24,24
69.5345,1.00838,0.268683,1.03432,0.352336,0.289709,0.426535,0.276785,0.202962,1,25,25
72.0069,0.881987,0.233445,1.07402,0.34621,0.280587,0.449245,0.24499,0.198642,1,26,26
71.8403,0.895307,0.226689,1.05884,0.329338,0.286649,0.439335,0.297025,0.198854,1,27,27
72.4619,1.09945,0.324075,0.986381,0.331837,0.30514,0.431315,0.282126,0.201856,1,28,28
72.609,1.04867,0.285951,0.990943,0.308113,0.221466,0.4046,0.2385,0.200789,1,29,29
72.4895,1.01975,0.307164,0.992528,0.314957,0.231107,0.39256,0.270507,0.209026,1,30,30
72.258,0.954435,0.279953,1.00624,0.285189,0.231709,0.421758,0.287126,0.199901,1,31,31
71.8334,1.01414,0.26807,0.988385,0.29511,0.219292,0.345358,0.263126,0.202947,1,32,32
73.2583,0.980542,0.252714,1.049,0.296489,0.208123,0.346895,0.260056,0.200365,1,33,33
71.5872,0.976353,0.242841,0.98916,0.295987,0.297968,0.413692,0.278284,0.200235,1,34,34
71.4531,0.966353,0.238482,0.992521,0.298687,0.327585,0.440673,0.289423,0.200713,1,35,35
72.0821,0.99436,0.244892,1.00263,0.294031,0.285497,0.433726,0.290496,0.198499,1,36,36
70.51,0.906603,0.223501,0.99474,0.28804,0.289773,0.439467,0.264834,0.201399,1,37,37
70.0571,0.990338,0.303845,0.997459,0.316421,0.308896,0.404662,0.249192,0.200354,1,38,38
69.7822,0.951389,0.283643,0.992369,0.284331,0.413898,0.44792,0.309966,0.198304,1,39,39
69.7923,1.01384,0.282405,1.05809,0.329326,0.248401,0.565462,0.332854,0.202529,1,40,40
69.6401,1.04498,0.273427,1.0466,0.329773,0.354166,0.571367,0.327046,0.203745,1,41,41
66.519,1.04734,0.318952,0.992415,0.316582,0.274519,0.505061,0.30454,0.200658,1,42,42
64.4424,1.13306,0.327911,1.06646,0.326696,0.232766,0.405889,0.309423,0.201725,1,43,43
64.8013,0.931558,0.27232,1.01488,0.311659,0.316875,0.535908,0.293902,0.202155,1,44,44
67.1564,1.06023,0.301193,0.996444,0.308643,0.240014,0.497032,0.277234,0.20166,1,45,45
68.2564,0.981162,0.261014,1.03659,0.30926,0.22346,0.434036,0.246347,0.201478,1,46,46
68.4882,1.00667,0.28786,1.02148,0.323833,0.247849,0.515473,0.26911,0.201649,1,47,47
69.8114,0.959276,0.274288,1.02286,0.32117,0.282014,0.417665,0.221393,0.196402,1,48,48
70.5435,0.94906,0.280011,1.02498,0.315314,0.29831,0.454236,0.274609,0.205632,1,49,49
71.1812,1.05331,0.288425,1.05089,0.307545,0.286384,0.479199,0.274179,0.196376,1,50,50
70.7566,0.958215,0.254446,1.0519,0.329532,0.212617,0.48014,0.26903,0.200173,1,51,51
68.4828,1.05661,0.277394,1.02132,0.327554,0.29165,0.511643,0.240864,0.203972,1,52,52
68.6425,0.923058,0.259744,1.01817,0.319769,0.240278,0.439744,0.266318,0.197964,1,53,53
66.309,1.01717,0.281927,0.978092,0.294044,0.238934,0.345913,0.219804,0.202682,1,54,54
64.3218,0.94816,0.24242,1.06093,0.299141,0.321119,0.285991,0.288021,0.19997,1,55,55
63.9562,0.931887,0.248616,0.986995,0.322996,0.346207,0.342163,0.324974,0.202091,1,56,56
65.6712,1.02508,0.281474,1.02138,0.28885,0.280296,0.38668,0.298625,0.202858,1,57,57
63.5907,1.03977,0.286348,0.999368,0.306564,0.292857,0.290055,0.325385,0.208096,1,58,58
65.3217,0.963011,0.242538,1.0545,0.269157,0.308069,0.296632,0.272491,0.198253,1,59,59
65.1725,0.969103,0.241871,1.04775,0.289351,0.372451,0.274454,0.25687,0.199202,1,60,60
65.2799,0.889197,0.245793,1.03399,0.299634,0.345711,0.192878,0.273573,0.207043,1,61,61
