TVVC,TVVMAX,TVKM,TVKA,omega[1],omega[2],omega[3],omega[4],sigma,.chain,.iteration,.draw
67.4742,0.960904,0.313319,0.97091,0.305214,0.276811,0.223427,0.268037,0.197177,1,1,1
67.6962,0.885154,0.207055,1.07573,0.302909,0.254734,0.292654,0.315783,0.200218,1,2,2
65.7651,0.995134,0.278584,0.976027,0.280971,0.336099,0.369072,0.3075,0.202227,1,3,3
66.3194,1.01414,0.289493,0.962961,0.27458,0.392493,0.438662,0.279841,0.201078,1,4,4
66.4679,1.00708,0.281778,1.00627,0.321878,0.348439,0.308506,0.319919,0.199521,1,5,5
66.5855,1.08601,0.324232,0.96408,0.337839,0.251055,0.368154,0.300921,0.201462,1,6,6
68.5562,1.03777,0.296286,0.999014,0.329127,0.316326,0.424257,0.265245,0.196431,1,7,7
69.0413,0.987653,0.262947,0.98784400000000006,0.322038,0.165663,0.39918,0.29035300000000003,0.211956,1,8,8
68.9693,1.05503,0.301106,1.07776,0.317523,0.291938,0.370389,0.280333,0.199152,1,9,9
69.1419,1.00213,0.27065,0.959713,0.324452,0.277071,0.355075,0.31568,0.208771,1,10,10
67.3485,0.882005,0.249998,1.01353,0.353921,0.275511,0.443017,0.254873,0.197087,1,11,11
65.5406,1.0041,0.2747,0.925022,0.321801,0.32721,0.388839,0.296211,0.206348,1,12,12
68.9542,0.973317,0.263726,0.991516,0.305813,0.231689,0.371661,0.273926,0.196085,1,13,13
68.6862,0.981559,0.285533,0.998476,0.285792,0.289883,0.349612,0.269487,0.206059,1,14,14
69.04,0.95414,0.245023,1.01914,0.313938,0.343268,0.336546,0.264476,0.202137,1,15,15
69.2712,0.9268,0.237748,1.01067,0.314078,0.202301,0.343448,0.259543,0.200989,1,16,16
68.5086,0.887198,0.233242,1.03133,0.294998,0.315023,0.289503,0.29682,0.198744,1,17,17
68.9413,0.912486,0.238034,0.995577,0.294579,0.293555,0.299642,0.301875,0.202879,1,18,18
69.2532,0.917161,0.257594,0.999392,0.328127,0.353722,0.293304,0.295518,0.204604,1,19,19
65.0761,1.02865,0.278556,0.993865,0.332642,0.252593,0.32744,0.3148,0.203672,1,20,20
64.8601,1.01737,0.29485,0.980727,0.344887,0.265499,0.308777,0.289851,0.204437,1,21,21
66.6801,0.909201,0.215176,1.04403,0.330401,0.328321,0.307882,0.232286,0.200122,1,22,22
66.7705,0.865605,0.226426,1.05429,0.332697,0.353777,0.296689,0.253306,0.203915,1,23,23
67.2724,0.982445,0.260903,0.970397,0.360893,0.325972,0.227195,0.289883,0.19999,1,24,24
66.7115,0.911251,0.245102,1.01802,0.336372,0.30805,0.195389,0.252395,0.206149,1,25,25
66.9647,0.908793,0.246644,1.00624,0.335328,0.324619,0.214179,0.248546,0.205514,1,26,26
64.0748,0.978114,0.304314,1.02615,0.359701,0.197956,0.320771,0.283509,0.205191,1,27,27
66.0689,0.952156,0.269444,1.01555,0.304051,0.270667,0.263198,0.281503,0.201528,1,28,28
65.7728,0.993391,0.291115,0.987587,0.30636,0.244192,0.405446,0.27949,0.20143,1,29,29
66.2384,0.981918,0.285308,0.957516,0.295055,0.272859,0.347979,0.279776,0.204538,1,30,30
67.4267,0.981577,0.28025,1.02645,0.269292,0.196382,0.368649,0.313118,0.19655,1,31,31
67.6672,1.0861,0.307241,0.966952,0.281262,0.284474,0.380124,0.2944,0.20364,1,32,32
68.5649,1.08953,0.303967,0.9833,0.295294,0.287612,0.392314,0.308418,0.20361,1,33,33
71.237,0.951969,0.239726,0.977418,0.271864,0.354046,0.375478,0.283982,0.200394,1,34,34
69.3759,0.862639,0.228155,1.0684,0.277917,0.321359,0.37899,0.335342,0.198293,1,35,35
65.5414,0.987606,0.279179,1.00291,0.309486,0.30775,0.294615,0.257532,0.196736,1,36,36
63.9341,1.08216,0.32952,1.01515,0.310319,0.195797,0.367795,0.315977,0.202257,1,37,37
65.8999,0.983258,0.260179,1.02973,0.304718,0.261705,0.325867,0.278349,0.199402,1,38,38
65.8406,0.96667,0.24418,1.04425,0.297121,0.234858,0.301899,0.25438,0.206366,1,39,39
68.3996,0.932792,0.26327,1.03859,0.329287,0.340932,0.243483,0.336635,0.200122,1,40,40
67.8775,0.892731,0.241499,1.02764,0.331391,0.359865,0.282399,0.309617,0.19868,1,41,41
67.1945,0.994568,0.259537,0.974754,0.308411,0.329987,0.309299,0.309224,0.200014,1,42,42
65.1483,0.911492,0.233961,1.04042,0.315827,0.30339700000000003,0.327934,0.260074,0.200474,1,43,43
65.9104,0.959304,0.285772,0.996796,0.29791,0.239809,0.385033,0.296245,0.206276,1,44,44
67.8554,0.864477,0.236433,1.04148,0.313758,0.310395,0.38452,0.275674,0.201708,1,45,45
66.6777,0.914515,0.240841,1.07714,0.30936,0.283001,0.427926,0.265975,0.201295,1,46,46
67.6871,1.00308,0.272711,1.01631,0.317941,0.273256,0.440199,0.225617,0.201132,1,47,47
67.2147,1.04711,0.278906,1.01281,0.323418,0.237828,0.344887,0.274303,0.205369,1,48,48
66.8761,0.983034,0.255852,0.961396,0.32549,0.283736,0.429273,0.303418,0.198604,1,49,49
68.037,0.948139,0.28391,1.07299,0.313138,0.288394,0.302391,0.323967,0.205024,1,50,50
64.725,0.983531,0.256174,1.00229,0.35436,0.228467,0.404006,0.273986,0.202288,1,51,51
65.99,0.989059,0.266146,1.02238,0.361301,0.239605,0.376667,0.244932,0.202808,1,52,52
67.351,1.03939,0.296568,1.01431,0.291523,0.184455,0.454504,0.276964,0.200851,1,53,53
66.1113,1.00705,0.301581,1.00845,0.326519,0.194363,0.33735,0.283238,0.203196,1,54,54
68.6043,0.925599,0.262385,1.01733,0.31908,0.249806,0.272779,0.29998,0.19977,1,55,55
67.7504,0.92907,0.264101,1.01993,0.33287,0.28689,0.264928,0.305573,0.205413,1,56,56
67.4993,0.950518,0.271031,1.01411,0.340261,0.274041,0.236764,0.348431,0.203495,1,57,57
