TVVC,TVVMAX,TVKM,TVKA,omega[1],omega[2],omega[3],omega[4],sigma,.chain,.iteration,.draw
67.9658,0.906719,0.255811,1.03816,0.327161,0.334103,0.238943,0.26967,0.201942,1,1,1
67.9035,0.873812,0.245793,1.00072,0.323074,0.367814,0.200322,0.287563,0.204544,1,2,2
63.8351,0.924327,0.239285,1.0363,0.344725,0.294363,0.222662,0.216483,0.197151,1,3,3
64.2947,0.937522,0.260308,0.960505,0.341512,0.377069,0.280488,0.251177,0.207945,1,4,4
67.3433,0.885719,0.232239,1.0063,0.366022,0.351103,0.129165,0.26878,0.196452,1,5,5
66.8049,0.869149,0.231298,0.970515,0.352824,0.36447,0.126248,0.24985,0.201628,1,6,6
66.9455,0.861088,0.224086,0.942124,0.382565,0.340939,0.102312,0.265732,0.198716,1,7,7
64.7965,0.982307,0.270875,0.991574,0.320771,0.316577,0.201351,0.274022,0.205751,1,8,8
65.7628,0.834634,0.206783,1.02563,0.328267,0.368605,0.103588,0.278206,0.201528,1,9,9
64.1848,0.958929,0.277043,0.979862,0.326977,0.26901,0.246367,0.25755,0.203079,1,10,10
66.2809,0.843371,0.213389,1.05054,0.330399,0.306977,0.115945,0.209976,0.204928,1,11,11
65.0849,0.936854,0.249373,0.991487,0.336005,0.349191,0.0911246,0.263162,0.20576,1,12,12
66.2492,0.893962,0.253759,1.02765,0.329557,0.333174,0.111226,0.257287,0.201709,1,13,13
66.7665,0.940193,0.245303,0.976746,0.312876,0.281303,0.178639,0.335997,0.202437,1,14,14
64.6295,0.932145,0.26923,1.04285,0.358555,0.287564,0.156881,0.292645,0.205978,1,15,15
66.4349,1.11128,0.306471,0.987205,0.336727,0.218196,0.270284,0.318844,0.200087,1,16,16
66.394,0.891502,0.245918,1.01298,0.322755,0.290229,0.235528,0.29758,0.202827,1,17,17
66.0651,0.90941,0.267107,1.05152,0.322233,0.330855,0.272106,0.357241,0.195948,1,18,18
65.4687,0.923524,0.275231,1.02955,0.318117,0.356189,0.246404,0.336654,0.19773,1,19,19
65.445,0.89402,0.241467,1.02321,0.30023,0.33122,0.267835,0.335223,0.200854,1,20,20
64.9604,0.97413,0.247271,0.953618,0.309901,0.333746,0.250515,0.286725,0.204535,1,21,21
65.6937,1.0893,0.305655,1.00471,0.297449,0.456622,0.25686,0.291736,0.200834,1,22,22
65.6886,1.04614,0.280589,1.01,0.301469,0.312945,0.283017,0.249032,0.199082,1,23,23
66.4744,0.96104,0.264211,0.979673,0.303987,0.332872,0.303526,0.299579,0.205025,1,24,24
66.8417,0.914652,0.255476,1.01237,0.296739,0.248649,0.330564,0.27171,0.197289,1,25,25
66.0561,0.89221,0.244342,0.983598,0.2984,0.259102,0.31625,0.276167,0.196192,1,26,26
67.1315,0.920883,0.26059,0.988713,0.300767,0.304243,0.326686,0.276828,0.201505,1,27,27
67.4228,0.846061,0.216061,0.995431,0.305196,0.358224,0.376857,0.239736,0.20086,1,28,28
66.6872,1.098,0.303644,0.954663,0.325159,0.268938,0.34522,0.271644,0.203383,1,29,29
68.9909,0.874651,0.212617,1.00639,0.323078,0.355842,0.253804,0.219397,0.202187,1,30,30
68.0745,0.887376,0.236724,1.00428,0.316773,0.335235,0.24531,0.256919,0.207867,1,31,31
66.5682,1.03959,0.291536,1.02052,0.30667,0.25019,0.303382,0.301171,0.199184,1,32,32
66.6784,0.969901,0.259479,0.970898,0.316674,0.308554,0.293313,0.287901,0.202678,1,33,33
68.1726,1.02704,0.271972,1.0319,0.30723,0.342129,0.259757,0.288523,0.199858,1,34,34
69.0475,0.935736,0.237353,1.02624,0.30198,0.365223,0.328776,0.280225,0.193801,1,35,35
70.8512,0.962279,0.244946,1.05003,0.315526,0.270336,0.243745,0.298252,0.209235,1,36,36
72.8602,0.853866,0.200972,1.02458,0.315724,0.303105,0.172011,0.29065,0.200826,1,37,37
68.4987,0.966577,0.24493500000000001,1.0892,0.338273,0.324255,0.11623,0.286704,0.205398,1,38,38
69.8646,0.921036,0.237576,1.04346,0.348923,0.317196,0.152551,0.265746,0.201018,1,39,39
70.3298,0.903504,0.231107,1.0543,0.334985,0.334884,0.130733,0.279525,0.199318,1,40,40
70.6951,0.876936,0.236872,0.986033,0.365393,0.362747,0.0414181,0.317934,0.203226,1,41,41
69.3812,0.916688,0.23504,0.981109,0.333112,0.351492,0.0482722,0.248151,0.205055,1,42,42
67.321,0.867017,0.21621,1.02612,0.323587,0.303064,0.0516601,0.276738,0.201344,1,43,43
66.7128,0.883861,0.232645,0.988963,0.364921,0.376521,0.0524215,0.292765,0.204327,1,44,44
67.2774,0.868032,0.229164,1.02914,0.360427,0.380176,0.0551969,0.288536,0.211184,1,45,45
67.421,0.877622,0.245195,1.01589,0.358635,0.394712,0.0540654,0.288074,0.207571,1,46,46
67.2538,0.891279,0.254849,1.01339,0.349877,0.335127,0.100505,0.253838,0.196128,1,47,47
69.3392,0.811541,0.209072,1.05541,0.32713,0.350312,0.0548831,0.320073,0.200697,1,48,48
67.4848,0.857087,0.22465,0.993533,0.347771,0.342521,0.132966,0.275771,0.211372,1,49,49
64.6897,0.93478000000000006,0.258934,1.00795,0.288841,0.314643,0.0221755,0.312614,0.197107,1,50,50
65.0479,0.878918,0.250567,0.973995,0.292603,0.316732,0.0746749,0.301478,0.208119,1,51,51
66.2096,1.00122,0.279421,0.979339,0.300661,0.311451,0.0612418,0.296388,0.195709,1,52,52
67.5325,0.98317,0.265132,0.993676,0.316591,0.288428,0.102668,0.286021,0.196345,1,53,53
67.2339,0.921378,0.227068,1.03658,0.281106,0.30238,0.133197,0.342917,0.209966,1,54,54
66.9055,0.997398,0.291977,1.03397,0.300554,0.341272,0.0839549,0.338257,0.19146,1,55,55
65.4607,0.96929,0.277786,1.01022,0.321432,0.319943,0.0897105,0.354883,0.196597,1,56,56
66.171,0.968556,0.279035,1.01048,0.315745,0.310409,0.108866,0.397075,0.198544,1,57,57
68.0994,0.901707,0.248238,1.03107,0.285304,0.307995,0.188083,0.284378,0.204748,1,58,58
66.9971,0.942022,0.250121,1.00685,0.304505,0.294542,0.13042,0.264262,0.1963,1,59,59
67.1443,0.88542,0.226183,0.983246,0.305733,0.310314,0.118223,0.243044,0.194698,1,60,60
68.3513,0.862586,0.212095,1.02006,0.311171,0.334487,0.214699,0.252123,0.193939,1,61,61
68.3375,0.97192,0.262905,1.00692,0.307499,0.335443,0.290993,0.274081,0.210324,1,62,62
67.145,0.907651,0.240792,1.02578,0.305957,0.454156,0.333317,0.299102,0.196706,1,63,63
65.6764,0.952733,0.249549,1.00669,0.292227,0.399293,0.284087,0.293147,0.207135,1,64,64
66.826,0.919605,0.255396,0.997996,0.315637,0.248254,0.263749,0.253215,0.200269,1,65,65
67.8233,0.981805,0.298422,0.95399,0.308708,0.226076,0.326271,0.315217,0.200563,1,66,66
68.5881,0.914721,0.258626,0.981972,0.303032,0.329462,0.253441,0.266785,0.202637,1,67,67
68.9415,0.890232,0.250036,1.00841,0.30457,0.307803,0.308321,0.258436,0.198631,1,68,68
67.1684,0.860327,0.235286,0.972382,0.300714,0.305575,0.406219,0.331177,0.202966,1,69,69
67.0391,0.91923,0.251294,0.979764,0.313944,0.218778,0.279411,0.253325,0.201409,1,70,70
67.1683,0.907136,0.238417,1.00154,0.33126,0.246755,0.260981,0.287113,0.204171,1,71,71
65.7288,1.01534,0.283081,0.98822,0.313452,0.242676,0.211684,0.299301,0.200321,1,72,72
65.2949,0.977633,0.272107,0.973663,0.287123,0.271145,0.239361,0.298305,0.201038,1,73,73
64.2513,0.920967,0.265761,1.00138,0.318868,0.310114,0.260385,0.277603,0.203444,1,74,74
63.1069,0.941386,0.28746,0.992767,0.351407,0.36191,0.208365,0.304992,0.20094,1,75,75
67.4539,0.834711,0.228788,0.999061,0.326255,0.392652,0.206988,0.258007,0.205591,1,76,76
68.5311,0.887113,0.214127,1.0584,0.314352,0.332744,0.149017,0.297811,0.201611,1,77,77
66.9948,0.95337,0.254503,1.0025,0.346144,0.315297,0.164695,0.272074,0.197244,1,78,78
66.2687,0.995897,0.272078,0.955457,0.341662,0.305557,0.127692,0.298736,0.198231,1,79,79
66.3936,0.956409,0.24011,0.987001,0.351388,0.304185,0.144139,0.330777,0.203829,1,80,80
66.0437,0.953772,0.244854,0.970134,0.307342,0.312568,0.157282,0.301439,0.198069,1,81,81
66.3003,0.955858,0.270601,1.03162,0.323644,0.239382,0.241067,0.305927,0.194788,1,82,82
66.3544,0.952944,0.259868,1.03168,0.321814,0.259538,0.214587,0.300723,0.197784,1,83,83
67.0114,0.878817,0.214753,1.06669,0.314068,0.356581,0.125595,0.344799,0.203124,1,84,84
69.9317,0.881568,0.219779,1.04267,0.337343,0.344153,0.147921,0.312154,0.196509,1,85,85
66.2508,0.904686,0.238216,0.965129,0.341685,0.327187,0.147787,0.281498,0.207296,1,86,86
68.5287,0.889741,0.236745,1.06614,0.291542,0.343181,0.0813609,0.278558,0.194324,1,87,87
67.4382,0.944673,0.235609,0.957,0.350394,0.388305,0.0712642,0.310629,0.200625,1,88,88
66.1345,0.943638,0.250913,1.01597,0.322957,0.367333,0.0705771,0.307349,0.201054,1,89,89
66.6995,0.991014,0.248517,1.04339,0.317413,0.308531,0.199996,0.312992,0.198089,1,90,90
66.7935,0.952367,0.234585,1.04337,0.314267,0.313403,0.200243,0.345374,0.198057,1,91,91
66.3134,0.954742,0.289356,0.993095,0.300696,0.346022,0.22664,0.282668,0.20573,1,92,92
66.0367,0.977736,0.298523,1.01551,0.291142,0.32808,0.233648,0.297525,0.201364,1,93,93
68.333,0.996163,0.27347900000000003,1.01859,0.279167,0.315502,0.197793,0.250456,0.201897,1,94,94
67.8345,0.878012,0.220542,1.01402,0.2878,0.352157,0.169754,0.268716,0.204108,1,95,95
69.0034,0.940793,0.26408,1.02809,0.280817,0.380282,0.0799049,0.260485,0.204931,1,96,96
69.3944,0.945982,0.263249,1.02752,0.281673,0.382863,0.0859381,0.262346,0.204625,1,97,97
71.4599,0.865236,0.236029,0.995218,0.292203,0.288496,0.128306,0.295446,0.202923,1,98,98
71.1713,0.924935,0.260939,0.988112,0.30206,0.278286,0.183173,0.261141,0.201388,1,99,99
69.3363,0.941917,0.272207,0.996714,0.287513,0.279127,0.220397,0.24763,0.197009,1,100,100
71.7117,0.856264,0.204319,1.00478,0.314314,0.322233,0.240841,0.336196,0.206434,1,101,101
71.9643,0.854123,0.203625,1.0038,0.313119,0.317809,0.234556,0.338752,0.206215,1,102,102
70.8829,0.900929,0.247336,1.04677,0.337856,0.27847,0.23954,0.289295,0.196116,1,103,103
71.2266,0.908611,0.239953,0.977784,0.354355,0.254253,0.253205,0.256628,0.205059,1,104,104
69.4861,0.969937,0.260391,0.981147,0.322837,0.296176,0.369477,0.267795,0.19684,1,105,105
68.255,0.962389,0.275241,1.02428,0.345417,0.351352,0.185582,0.245881,0.209034,1,106,106
68.0633,0.885741,0.255518,1.04986,0.38069,0.280542,0.255664,0.274935,0.199714,1,107,107
67.1272,0.932625,0.262843,0.988788,0.36366,0.299334,0.252855,0.268556,0.201196,1,108,108
68.1578,0.863175,0.272897,1.01716,0.325694,0.290067,0.300846,0.314822,0.206857,1,109,109
67.4931,0.90499,0.265567,0.988231,0.322518,0.242703,0.284306,0.30693,0.204618,1,110,110
67.1528,0.907193,0.251713,1.02337,0.310348,0.27493,0.224111,0.263986,0.198731,1,111,111
68.1198,0.867098,0.229532,0.989089,0.327442,0.384836,0.26057,0.252121,0.201496,1,112,112
68.3792,0.94087,0.22891,1.01451,0.32182500000000003,0.295055,0.183209,0.278118,0.202443,1,113,113
67.2098,0.974067,0.2625,0.977147,0.317928,0.289304,0.242673,0.258934,0.201707,1,114,114
68.0172,0.916295,0.2439,1.00262,0.311938,0.298272,0.271546,0.257834,0.200551,1,115,115
67.6018,0.875054,0.230931,1.04108,0.303436,0.373229,0.25713,0.260911,0.199669,1,116,116
