TVVC,TVVMAX,TVKM,TVKA,omega[1],omega[2],omega[3],omega[4],sigma,.chain,.iteration,.draw
69.4083,1.02292,0.230829,1.14204,0.262767,0.422235,0.0393045,0.329825,0.198384,1,1,1
69.9676,1.00533,0.211412,1.00172,0.29268,0.380973,0.0211159,0.354848,0.202293,1,2,2
69.8221,0.999509,0.240846,0.99805,0.299186,0.393626,0.0568869,0.323919,0.199165,1,3,3
69.2492,1.00756,0.254983,1.03569,0.294497,0.365031,0.0395942,0.348954,0.203139,1,4,4
72.4835,0.971544,0.233625,1.12732,0.295601,0.39471,0.023679,0.408531,0.200526,1,5,5
72.1508,0.990544,0.240734,1.11307,0.303788,0.382304,0.0557362,0.414265,0.198362,1,6,6
72.1578,1.00692,0.246635,0.891959,0.284514,0.367682,0.0448737,0.355139,0.200704,1,7,7
74.295,0.945194,0.208328,1.2046,0.291913,0.364086,0.0431895,0.433067,0.201242,1,8,8
74.6013,0.98251,0.221621,0.953041,0.299501,0.325627,0.0448518,0.417982,0.200077,1,9,9
72.882,0.990086,0.227544,1.01566,0.284891,0.32297,0.0221678,0.38762,0.198838,1,10,10
73.808,1.01341,0.241112,0.987569,0.300046,0.344046,0.0841939,0.401236,0.201173,1,11,11
73.0581,1.01277,0.2278,0.9688,0.270104,0.373006,0.139338,0.304439,0.200829,1,12,12
71.8966,1.01641,0.249294,0.960742,0.280835,0.32155,0.0447158,0.302608,0.201135,1,13,13
72.4062,0.940393,0.210826,1.07039,0.277835,0.377085,0.131285,0.3251,0.203099,1,14,14
70.9045,0.98791,0.227249,1.04082,0.293786,0.312122,0.140802,0.283354,0.201087,1,15,15
70.026,1.01341,0.218973,0.908964,0.327911,0.312275,0.143027,0.320733,0.201706,1,16,16
68.9699,1.07894,0.25509,1.09078,0.301856,0.349325,0.162153,0.334834,0.197566,1,17,17
68.9752,1.03322,0.2482,1.08818,0.300037,0.365006,0.193434,0.39257,0.204474,1,18,18
69.0651,1.01924,0.234361,1.02358,0.291128,0.359411,0.118587,0.309618,0.196587,1,19,19
71.2905,0.976572,0.230665,1.05531,0.286874,0.377822,0.210598,0.262269,0.205728,1,20,20
71.3504,1.03549,0.254146,1.0638,0.272662,0.341625,0.236187,0.225775,0.199956,1,21,21
71.3675,0.954976,0.204373,1.1115,0.280446,0.328726,0.175543,0.319846,0.200369,1,22,22
69.3623,0.991992,0.213786,1.01761,0.28679,0.31776,0.177063,0.365341,0.200522,1,23,23
72.1344,0.965783,0.223361,1.01315,0.30101,0.371177,0.193365,0.427183,0.19848,1,24,24
72.7046,0.977703,0.226779,0.961287,0.305525,0.369743,0.177905,0.401966,0.200834,1,25,25
70.386,0.991821,0.225027,1.01932,0.309845,0.338953,0.141128,0.380654,0.200976,1,26,26
69.6433,0.975604,0.215346,0.996467,0.301661,0.400512,0.0387773,0.272106,0.202056,1,27,27
70.2735,0.990168,0.218916,0.988798,0.291378,0.372627,0.0668314,0.276501,0.203048,1,28,28
70.9624,1.00879,0.246527,0.987598,0.301304,0.374557,0.0124415,0.295327,0.197178,1,29,29
71.8895,0.912263,0.214157,1.19035,0.342166,0.30161,0.138229,0.451836,0.198475,1,30,30
71.5124,0.950394,0.222833,1.18133,0.320463,0.27855,0.135124,0.431551,0.202778,1,31,31
72.8058,0.959097,0.234625,0.901237,0.327259,0.278221,0.098993,0.399371,0.198474,1,32,32
72.6847,0.943369,0.228978,0.967734,0.324391,0.277414,0.0839178,0.440898,0.198145,1,33,33
72.063,0.947162,0.220662,1.05748,0.299522,0.331762,0.130885,0.26171,0.203057,1,34,34
72.1735,0.959125,0.229412,1.01617,0.312506,0.311341,0.0269317,0.453251,0.200501,1,35,35
