TVVC,TVVMAX,TVKM,TVKA,omega[1],omega[2],omega[3],omega[4],sigma,.chain,.iteration,.draw
69.9166,1.00748,0.231524,1.01934,0.293404,0.35468,0.113642,0.432515,0.197787,1,1,1
72.9955,1.01392,0.23538799999999999,1.11054,0.286107,0.391114,0.29278,0.405192,0.20113,1,2,2
75.2882,0.986492,0.225934,1.11921,0.309732,0.370545,0.231743,0.377452,0.202666,1,3,3
75.0681,0.969642,0.236928,1.2667,0.302615,0.392023,0.192282,0.420525,0.198087,1,4,4
75.1651,0.960127,0.227912,1.27388,0.304715,0.378711,0.213272,0.470036,0.197763,1,5,5
73.7013,1.0167,0.24524,1.18279,0.299656,0.339336,0.304239,0.580216,0.198888,1,6,6
73.8767,0.941465,0.236443,1.00604,0.30716,0.385574,0.238021,0.364183,0.200591,1,7,7
72.5364,1.0184,0.268016,1.08003,0.295004,0.424368,0.336275,0.461838,0.197973,1,8,8
73.23,0.988471,0.244728,1.10825,0.292289,0.423356,0.334317,0.420328,0.199939,1,9,9
71.751,0.967836,0.216472,1.10798,0.282497,0.497161,0.437646,0.489025,0.200035,1,10,10
71.8048,1.04311,0.268692,1.0263,0.283592,0.399255,0.365282,0.279802,0.19875,1,11,11
69.3928,1.04456,0.241147,0.987842,0.340074,0.434259,0.285871,0.420559,0.200276,1,12,12
71.2572,0.963872,0.251643,1.05355,0.317019,0.36906,0.285516,0.317886,0.199855,1,13,13
71.2874,0.958735,0.253186,1.04937,0.318479,0.369519,0.294842,0.310864,0.19996,1,14,14
71.782,0.955842,0.219586,1.06221,0.285859,0.379199,0.302926,0.475146,0.198787,1,15,15
72.182,0.968013,0.226247,1.0715,0.285467,0.385624,0.325803,0.445808,0.199938,1,16,16
73.4841,0.955963,0.231944,1.16197,0.301432,0.383276,0.294222,0.389182,0.201224,1,17,17
73.4392,0.987343,0.231521,1.157,0.297007,0.386816,0.300057,0.429447,0.198335,1,18,18
71.133,1.01171,0.241744,1.11634,0.277861,0.307863,0.373436,0.298138,0.202482,1,19,19
72.9359,1.04086,0.252794,1.06067,0.284526,0.314406,0.23748,0.471006,0.196638,1,20,20
74.9263,1.0518,0.257874,1.14915,0.298593,0.334042,0.358833,0.391718,0.203523,1,21,21
75.8153,1.04219,0.251542,1.09986,0.305319,0.317249,0.369788,0.294719,0.197428,1,22,22
73.7054,1.01351,0.236811,1.03662,0.266861,0.273368,0.30746,0.278746,0.202807,1,23,23
74.0736,1.02577,0.245658,0.986186,0.286837,0.287683,0.321767,0.29515,0.204608,1,24,24
73.7055,0.969982,0.219853,1.06812,0.28996,0.312916,0.243511,0.310927,0.19683,1,25,25
71.7161,1.00282,0.219885,1.06776,0.274368,0.34636,0.324212,0.405145,0.20596,1,26,26
73.0708,1.03261,0.247492,0.970601,0.302834,0.303937,0.224577,0.35247,0.198114,1,27,27
72.956,1.03187,0.24331,1.05808,0.268179,0.322678,0.26309,0.328724,0.204837,1,28,28
68.8344,1.04213,0.219095,1.03309,0.319487,0.367317,0.360868,0.303207,0.196477,1,29,29
70.5524,1.00785,0.213266,1.0244,0.311031,0.368139,0.288733,0.31536,0.19917,1,30,30
71.978,1.07673,0.248702,1.05677,0.324164,0.376512,0.281022,0.328143,0.201946,1,31,31
69.3415,1.00575,0.207195,1.07322,0.277604,0.39194,0.252928,0.309788,0.199211,1,32,32
71.4217,0.995574,0.205092,1.01196,0.273263,0.364655,0.268024,0.292215,0.198419,1,33,33
69.9925,1.03357,0.249215,0.987462,0.289063,0.398875,0.251259,0.372895,0.20102,1,34,34
70.7116,1.03944,0.245594,1.02257,0.296063,0.374403,0.26238,0.384807,0.202234,1,35,35
70.7633,0.978024,0.21034,1.03995,0.316507,0.401817,0.347406,0.341443,0.197332,1,36,36
72.0837,0.95946,0.210351,1.05794,0.299894,0.393819,0.331851,0.275106,0.202449,1,37,37
72.6866,0.991565,0.231429,1.05417,0.307094,0.394356,0.22826,0.310237,0.202295,1,38,38
73.5448,0.975816,0.238692,1.0103,0.279579,0.368948,0.302305,0.354306,0.199104,1,39,39
73.3288,0.979626,0.242956,0.951076,0.2995,0.316945,0.220344,0.421537,0.200664,1,40,40
71.5864,0.931986,0.208205,1.02655,0.285729,0.325879,0.18276,0.346907,0.195887,1,41,41
70.9789,0.95558,0.248093,1.19406,0.299151,0.356515,0.197557,0.490911,0.20456,1,42,42
73.1336,0.965224,0.247897,1.08758,0.321469,0.320931,0.219688,0.438704,0.193619,1,43,43
72.1293,1.01465,0.23832,1.04799,0.281743,0.382587,0.24488,0.383719,0.204655,1,44,44
71.3953,1.01646,0.228166,1.0782,0.269306,0.361776,0.198581,0.383777,0.195826,1,45,45
70.5548,1.02579,0.241723,1.03774,0.266616,0.307317,0.205119,0.303391,0.203935,1,46,46
72.0336,0.952018,0.20445,1.02813,0.283225,0.381121,0.242014,0.400798,0.198551,1,47,47
70.1204,0.983099,0.233844,1.01946,0.283211,0.347958,0.184926,0.409054,0.203974,1,48,48
71.2452,0.976723,0.229354,1.03301,0.280178,0.341589,0.194962,0.365941,0.203417,1,49,49
73.5967,0.992788,0.252607,1.01341,0.276145,0.394062,0.260622,0.320175,0.198687,1,50,50
73.6702,0.986535,0.253644,1.06126,0.279247,0.391034,0.248722,0.262677,0.198834,1,51,51
72.307,0.991955,0.243312,1.07625,0.292613,0.363629,0.276052,0.359125,0.200447,1,52,52
70.1025,1.02148,0.247051,1.0553,0.283469,0.309879,0.265349,0.234635,0.201934,1,53,53
69.9931,0.938665,0.223039,1.01046,0.275917,0.378501,0.28266,0.36483,0.199079,1,54,54
69.1052,0.952021,0.227853,1.07748,0.285352,0.338245,0.214721,0.368912,0.19823,1,55,55
68.7732,0.974102,0.26278,0.981453,0.313121,0.34182,0.234134,0.326511,0.201422,1,56,56
68.7458,0.944512,0.246044,0.95874,0.308023,0.337804,0.28602,0.321707,0.198863,1,57,57
65.7824,0.97778,0.239821,1.02347,0.305206,0.358509,0.215041,0.311983,0.203199,1,58,58
66.8676,0.971327,0.242079,1.00343,0.315788,0.346333,0.178494,0.336591,0.20059,1,59,59
70.6608,0.916586,0.191037,1.0572,0.30583,0.363864,0.222117,0.294761,0.197559,1,60,60
70.6591,0.92392,0.194441,1.08999,0.320948,0.382152,0.284956,0.419476,0.199422,1,61,61
71.684,0.935463,0.199928,1.07907,0.267773,0.345996,0.192934,0.372536,0.199928,1,62,62
71.8904,0.955371,0.20694,1.14738,0.273524,0.315853,0.18358,0.409648,0.201209,1,63,63
72.7647,0.904644,0.204851,1.08161,0.29716,0.377011,0.174609,0.377216,0.199432,1,64,64
74.4542,0.872728,0.192109,1.02952,0.315965,0.371364,0.142155,0.363279,0.199188,1,65,65
72.8056,0.974693,0.246269,1.05407,0.295856,0.297342,0.0743228,0.325506,0.20397,1,66,66
71.9138,0.905631,0.207147,1.03362,0.3215,0.341243,0.0620711,0.321541,0.197832,1,67,67
72.8998,0.92401200000000006,0.22942,1.03721,0.314511,0.338197,0.168643,0.355173,0.203302,1,68,68
74.0487,0.85331,0.210978,1.17997,0.307055,0.376019,0.068121,0.432843,0.197139,1,69,69
73.3098,0.85753,0.213159,1.11979,0.312199,0.386987,0.144793,0.417376,0.200911,1,70,70
72.0654,0.898133,0.237748,1.18952,0.308478,0.363557,0.131689,0.422934,0.196665,1,71,71
71.2862,0.934811,0.244622,1.04981,0.298572,0.375827,0.126625,0.344819,0.204245,1,72,72
72.4005,0.886114,0.218207,1.02286,0.275274,0.382238,0.0754016,0.314309,0.198433,1,73,73
72.3548,0.972419,0.23567,1.0196,0.296422,0.300161,0.0431738,0.340619,0.202043,1,74,74
73.8101,0.948301,0.213086,0.969138,0.273474,0.383813,0.112709,0.255376,0.201735,1,75,75
75.4733,0.946102,0.204549,1.05403,0.331552,0.35361,0.120615,0.38305,0.197036,1,76,76
72.9511,0.971844,0.212938,0.98435,0.306399,0.337858,0.104632,0.2518,0.199211,1,77,77
74.3809,0.973222,0.214594,0.998507,0.303894,0.358871,0.128189,0.321663,0.199155,1,78,78
72.1059,1.00343,0.232115,1.12051,0.304464,0.325899,0.116911,0.340138,0.201871,1,79,79
71.1761,0.984514,0.214369,0.929641,0.331667,0.367251,0.089658,0.260938,0.201895,1,80,80
71.2828,1.00559,0.235016,0.963714,0.325089,0.361802,0.124812,0.265382,0.197476,1,81,81
72.4892,0.963789,0.21122,1.04052,0.318722,0.375135,0.173508,0.304366,0.201721,1,82,82
71.2284,0.989555,0.226737,1.08106,0.315113,0.442772,0.169327,0.423011,0.200254,1,83,83
70.6718,1.01514,0.238111,1.08774,0.309171,0.344246,0.179644,0.397958,0.199627,1,84,84
70.8168,1.02333,0.229529,1.15033,0.287378,0.402314,0.131996,0.378785,0.201224,1,85,85
70.6805,1.01765,0.221737,1.02885,0.26787300000000003,0.370059,0.102326,0.372768,0.196901,1,86,86
71.4382,1.05984,0.248774,0.976876,0.272688,0.372125,0.124377,0.358943,0.204865,1,87,87
71.5894,1.04387,0.244991,1.01464,0.289347,0.421414,0.163955,0.427476,0.198139,1,88,88
71.2748,1.03727,0.262022,1.00651,0.300791,0.366493,0.19506,0.383374,0.201657,1,89,89
71.0202,1.00215,0.217843,1.03193,0.286548,0.37637,0.149651,0.357657,0.19747,1,90,90
71.1055,0.987934,0.201813,1.01066,0.250016,0.340689,0.0583591,0.339816,0.203809,1,91,91
71.919,1.04126,0.220507,1.10695,0.25369,0.319796,0.0798685,0.369354,0.203889,1,92,92
73.9775,1.01328,0.223934,1.08086,0.256633,0.316272,0.115832,0.391549,0.200351,1,93,93
72.4083,0.976356,0.251833,0.983728,0.30107,0.376454,0.0406573,0.307001,0.203559,1,94,94
72.2671,0.933273,0.241805,1.08875,0.288582,0.415082,0.0700211,0.28758,0.202547,1,95,95
74.5873,0.90723,0.213816,1.09864,0.294799,0.336611,0.0290415,0.409696,0.199264,1,96,96
74.0545,0.913065,0.22051,1.10151,0.307844,0.335101,0.0675148,0.258263,0.203665,1,97,97
77.4491,0.872511,0.238184,1.02336,0.306426,0.374832,0.0566286,0.365276,0.196596,1,98,98
77.7529,0.903429,0.253764,1.13403,0.29137,0.350215,0.124029,0.396477,0.200595,1,99,99
78.4619,0.901146,0.25423,1.0888,0.288794,0.356405,0.115135,0.391395,0.197488,1,100,100
74.7326,0.887656,0.244755,1.10285,0.272067,0.372592,0.0680139,0.359598,0.202238,1,101,101
76.3862,0.883784,0.230492,1.19906,0.269002,0.298565,0.0585169,0.357583,0.19832,1,102,102
75.8898,0.900558,0.235287,1.19335,0.266272,0.2969,0.0515091,0.31387,0.198157,1,103,103
73.2382,0.969317,0.231162,1.0489,0.260498,0.388681,0.0531612,0.364579,0.202076,1,104,104
75.2138,0.952403,0.249411,1.0369,0.281778,0.400584,0.036579,0.380245,0.198796,1,105,105
75.6052,0.963139,0.234103,1.01433,0.293027,0.37702599999999997,0.0355767,0.336598,0.201503,1,106,106
75.3133,0.991273,0.214971,1.03284,0.259378,0.390277,0.068036,0.320476,0.201106,1,107,107
75.1353,1.01315,0.237621,1.11177,0.283426,0.358036,0.0974456,0.304014,0.200343,1,108,108
72.4204,0.987322,0.233821,0.987702,0.284009,0.346565,0.130742,0.389875,0.19989,1,109,109
74.6764,0.951555,0.205959,1.15132,0.275798,0.398487,0.172471,0.47536,0.19983,1,110,110
71.8722,0.973461,0.231791,1.07239,0.299632,0.374781,0.221227,0.318279,0.19966,1,111,111
75.4337,0.988053,0.223439,1.02375,0.26553,0.304699,0.136643,0.434981,0.200748,1,112,112
73.3416,1.00013,0.22135,1.08608,0.281954,0.346956,0.180449,0.326057,0.205355,1,113,113
73.594,1.00689,0.224226,1.10547,0.288709,0.350126,0.184142,0.36186,0.205088,1,114,114
73.638,0.999708,0.225204,1.12471,0.288648,0.36171,0.16535,0.376043,0.206837,1,115,115
72.4485,1.01758,0.233624,0.990127,0.294107,0.352948,0.0909724,0.385811,0.201461,1,116,116
73.9644,0.974839,0.229242,1.08011,0.291831,0.383469,0.155141,0.424405,0.199235,1,117,117
75.5175,1.00762,0.249893,1.05889,0.285093,0.358371,0.199584,0.474605,0.198792,1,118,118
75.6119,0.970531,0.22734,1.18007,0.297205,0.375243,0.171693,0.466508,0.203737,1,119,119
74.9332,0.951378,0.219364,1.02228,0.297533,0.32977,0.159868,0.33799,0.198753,1,120,120
75.0307,0.992225,0.234522,1.10766,0.28137,0.346768,0.132857,0.311131,0.202858,1,121,121
75.023,1.00234,0.24622,0.947516,0.282014,0.307558,0.207665,0.302324,0.198477,1,122,122
75.1925,0.99762,0.244561,1.11305,0.282206,0.324276,0.1677,0.36037400000000003,0.20268,1,123,123
75.8592,0.938632,0.209052,0.98662,0.282466,0.342626,0.176601,0.285572,0.198676,1,124,124
77.9527,1.01772,0.235679,1.094,0.323927,0.368443,0.172129,0.348852,0.203083,1,125,125
77.2508,0.996785,0.227217,1.11661,0.295679,0.34577599999999997,0.241127,0.345524,0.197294,1,126,126
76.8592,0.982361,0.25664,1.09332,0.292217,0.397605,0.1867,0.308555,0.203009,1,127,127
73.9617,0.967529,0.240178,1.02056,0.285677,0.356983,0.104634,0.319831,0.198571,1,128,128
74.0242,0.960269,0.242103,1.01459,0.288576,0.37882,0.124832,0.403409,0.203326,1,129,129
