TVVC,TVVMAX,TVKM,TVKA,omega[1],omega[2],omega[3],omega[4],sigma,.chain,.iteration,.draw
70.1292,1.03043,0.250257,0.998431,0.288677,0.323654,0.163379,0.35707,0.201406,1,1,1
72.0971,1.00494,0.22311,0.990904,0.28469,0.329064,0.166219,0.299734,0.198327,1,2,2
71.8399,1.01478,0.225151,0.95986,0.277532,0.347516,0.147337,0.31317,0.198203,1,3,3
71.1309,1.01399,0.22756,0.914541,0.279872,0.358888,0.146501,0.306117,0.198957,1,4,4
76.0101,1.02683,0.231309,1.16867,0.292614,0.344814,0.0252184,0.375742,0.198566,1,5,5
72.7405,0.990899,0.221266,1.08091,0.287016,0.336255,0.0169194,0.379577,0.201549,1,6,6
73.5877,0.988979,0.235377,1.04422,0.289014,0.398968,0.148767,0.393943,0.198997,1,7,7
72.8428,0.970897,0.234769,1.15615,0.283722,0.363325,0.226465,0.426131,0.201235,1,8,8
73.3044,0.962006,0.230707,1.1658,0.282145,0.364823,0.241362,0.433021,0.202147,1,9,9
72.4536,0.951247,0.22672900000000001,1.19644,0.283171,0.365838,0.214385,0.446762,0.202642,1,10,10
71.3432,0.965292,0.21627,1.08159,0.273865,0.37594,0.178345,0.364125,0.199122,1,11,11
72.0202,1.00734,0.23209,0.965976,0.278075,0.341791,0.217578,0.335403,0.202198,1,12,12
72.4233,0.904678,0.187778,1.08484,0.273461,0.421282,0.174512,0.384943,0.199625,1,13,13
71.9832,0.972257,0.213288,1.08766,0.280113,0.415802,0.138928,0.349079,0.196162,1,14,14
70.8683,0.983166,0.216529,1.03279,0.288539,0.418685,0.120524,0.279191,0.202701,1,15,15
69.9221,1.00209,0.231445,1.03188,0.27873,0.337654,0.0534116,0.391722,0.198394,1,16,16
71.9984,0.972236,0.225221,1.11293,0.305401,0.36954,0.0402411,0.357334,0.200422,1,17,17
71.6548,1.00195,0.239924,1.05888,0.288366,0.36384,0.0556786,0.326301,0.201393,1,18,18
73.7954,0.999839,0.227597,0.991536,0.298358,0.298892,0.175195,0.356915,0.198833,1,19,19
72.0301,0.963652,0.222818,1.03884,0.278001,0.399408,0.182743,0.286818,0.202578,1,20,20
74.5081,0.968502,0.249293,1.02578,0.274604,0.330452,0.139962,0.419132,0.200122,1,21,21
76.3201,0.94377200000000006,0.228784,1.04029,0.274807,0.344927,0.204562,0.408613,0.198704,1,22,22
74.3621,1.01955,0.238006,1.01862,0.260604,0.305665,0.177122,0.475155,0.201526,1,23,23
76.0313,0.981459,0.227423,0.952881,0.257,0.308919,0.226703,0.416923,0.201866,1,24,24
75.9736,0.977807,0.230739,1.0126,0.254834,0.307268,0.232288,0.473768,0.20194,1,25,25
76.0033,0.983252,0.230263,1.01292,0.262517,0.302786,0.231695,0.451282,0.203083,1,26,26
75.621,0.990564,0.233653,0.907639,0.271693,0.310373,0.19541,0.261207,0.203086,1,27,27
75.4298,0.989134,0.233474,0.917464,0.275642,0.31072,0.195291,0.262688,0.202448,1,28,28
73.3516,0.991584,0.23347300000000001,1.02623,0.266174,0.334699,0.20158,0.322504,0.199171,1,29,29
73.1872,0.973467,0.238408,1.08504,0.283248,0.342298,0.188783,0.294348,0.201472,1,30,30
73.4421,0.966463,0.24005,1.0507,0.287373,0.354493,0.194637,0.29244,0.202103,1,31,31
73.5125,0.959937,0.245791,1.06253,0.27281,0.362602,0.162195,0.381878,0.199515,1,32,32
71.0711,1.00416,0.257427,1.0374,0.275905,0.358822,0.23073,0.344408,0.202669,1,33,33
73.078,0.96408,0.261372,0.912973,0.273715,0.403397,0.218011,0.336066,0.201612,1,34,34
73.142,0.960961,0.258963,0.903976,0.274046,0.402569,0.215809,0.322612,0.201543,1,35,35
71.8782,0.973726,0.255599,0.890723,0.269836,0.377329,0.242088,0.278123,0.20187,1,36,36
71.8931,0.97166,0.257594,0.891103,0.268646,0.376238,0.232382,0.278781,0.201978,1,37,37
71.0159,0.978518,0.253966,0.915587,0.283897,0.357128,0.209971,0.309225,0.202625,1,38,38
73.4657,0.950406,0.20488,1.1776199999999999,0.283922,0.285005,0.141981,0.412978,0.198781,1,39,39
71.4731,1.02835,0.24434,1.05478,0.293972,0.285828,0.0955856,0.38964,0.202375,1,40,40
70.5916,1.02682,0.244319,1.07261,0.273593,0.290973,0.111281,0.402733,0.198457,1,41,41
70.8879,0.975901,0.223273,1.0786,0.276051,0.314151,0.0733274,0.355923,0.199552,1,42,42
71.4895,0.98396,0.218691,0.968108,0.300557,0.290444,0.0996694,0.323933,0.201997,1,43,43
73.0767,1.00027,0.226444,1.10932,0.305611,0.290959,0.131088,0.454736,0.196543,1,44,44
73.2472,1.01509,0.237707,1.04278,0.3141,0.309246,0.160465,0.427625,0.200436,1,45,45
71.7108,0.956848,0.235258,0.998218,0.296106,0.322512,0.169968,0.365035,0.201021,1,46,46
73.835,0.904234,0.215683,1.21729,0.283208,0.326793,0.170455,0.351361,0.203135,1,47,47
70.8927,1.01654,0.230912,0.945362,0.304374,0.344728,0.173779,0.332028,0.199408,1,48,48
72.318,0.992026,0.218669,1.01987,0.331231,0.37177,0.156226,0.39398300000000003,0.201409,1,49,49
73.1596,0.982644,0.234666,1.03284,0.262109,0.368884,0.249605,0.243779,0.199398,1,50,50
73.8309,0.988437,0.236994,1.02417,0.266153,0.366892,0.245007,0.246873,0.199358,1,51,51
73.7367,0.982251,0.234746,0.980342,0.259964,0.350721,0.142316,0.363327,0.201878,1,52,52
74.7558,0.97014,0.219387,1.04206,0.266693,0.368622,0.164358,0.270124,0.199288,1,53,53
72.6919,0.983159,0.229615,1.17924,0.31151,0.378352,3.4648e-4,0.427133,0.20233400000000001,1,54,54
71.0482,0.972305,0.214453,0.984094,0.304822,0.344161,0.00257783,0.405522,0.197338,1,55,55
