ID,CL,VC,Q,VP,KA
1,4.62317,57.3046,2.48829,64.3856,1.47561
2,4.560490000000001,68.29950000000001,5.03849,53.693,0.6019059999999999
3,4.76823,76.872,6.30259,39.0026,0.768795
4,4.59895,60.9463,6.36366,38.176500000000004,0.720456
5,5.86216,83.22590000000001,5.540900000000001,88.2943,1.5484700000000002
6,4.15904,72.9443,4.625120000000001,73.2189,1.51049
7,4.987410000000001,99.5977,3.5049900000000003,40.241,0.8429409999999999
8,3.72969,63.029500000000006,2.26447,42.9309,0.669372
9,4.03328,41.6488,8.34962,64.5283,1.5196100000000001
10,5.2209200000000004,76.0725,3.38335,43.8376,1.31708
11,6.863650000000001,59.497800000000005,4.5505700000000004,54.5459,1.0805900000000002
12,3.68692,54.0506,2.66527,48.1819,1.5075
13,4.74247,77.855,6.750730000000001,42.013200000000005,0.776274
14,5.29642,136.68200000000002,5.738790000000001,51.9331,0.720731
15,7.054530000000001,84.53880000000001,4.08493,29.9507,0.963015
16,3.3101000000000003,65.9834,3.4788200000000002,51.438300000000005,1.69243
17,7.365950000000001,85.7962,4.87636,82.6011,1.1013
18,3.6371800000000003,86.9658,7.023740000000001,30.710800000000003,1.54393
19,2.4847300000000003,118.063,2.49221,50.296400000000006,1.27685
20,3.1427400000000003,51.2564,3.6754100000000003,25.9845,1.6840800000000002
21,2.92111,43.0125,3.9283500000000005,59.999500000000005,0.9221579999999999
22,2.67139,105.436,4.723350000000001,57.9718,1.1541000000000001
23,4.130050000000001,58.2674,6.08159,34.4028,0.827743
24,4.49873,64.4798,3.4438800000000005,27.5229,1.0197200000000002
25,3.9243900000000003,59.7749,4.263660000000001,36.892900000000004,0.637465
26,5.555840000000001,118.447,3.9202700000000004,81.66680000000001,1.0314
27,5.3389500000000005,54.2738,4.260420000000001,69.2427,1.11961
28,3.6828300000000005,107.81700000000001,4.0563,59.439600000000006,0.835521
29,7.76998,48.104600000000005,3.5096600000000002,31.165300000000002,1.06555
30,4.50842,91.72710000000001,3.4143900000000005,61.377500000000005,0.924557
31,3.03567,94.4576,3.0793700000000004,26.079700000000003,0.920168
32,3.09134,88.98780000000001,7.379040000000001,49.901,1.19419
33,3.7240200000000003,72.9499,3.9290700000000003,54.409400000000005,0.9634400000000001
34,6.0703000000000005,97.709,7.3743300000000005,45.7278,1.02658
35,4.25908,83.16120000000001,6.4341800000000005,42.953900000000004,0.792906
36,2.9272500000000004,66.4616,4.30517,67.3238,0.875842
37,4.6157900000000005,84.06960000000001,4.35032,51.981300000000005,1.54604
38,2.74047,74.25540000000001,3.0098700000000003,58.0031,1.1851200000000002
39,1.9717900000000002,69.3664,3.0018100000000003,66.9077,0.688407
40,2.7710800000000004,83.57300000000001,4.30217,33.461600000000004,1.76631
41,6.22923,90.5359,2.9650900000000004,41.771300000000004,0.9497859999999999
42,3.34031,78.9705,6.0663800000000005,72.8612,1.4183100000000002
43,2.7723700000000004,80.7745,4.226660000000001,81.7219,0.925086
44,7.001810000000001,59.610400000000006,4.74023,51.1207,1.411
45,3.08625,93.69800000000001,3.8596000000000004,64.8929,2.26941
46,6.587020000000001,44.0985,2.1944600000000003,49.0748,1.20489
47,4.175750000000001,25.9285,4.42006,47.2136,0.689167
48,2.91732,40.0342,2.5257500000000004,52.956500000000005,1.36935
49,4.88809,78.4598,3.70413,79.4922,1.3006700000000002
50,5.98139,46.2699,3.8697900000000005,50.2278,1.0419800000000001
51,3.8667800000000003,79.53240000000001,3.3830700000000005,38.709900000000005,0.924635
52,3.8093700000000004,92.9244,4.32266,51.118500000000004,1.6352
53,3.6208500000000003,74.1449,5.15409,41.548,1.2633800000000002
54,4.770560000000001,96.7538,5.10446,73.7773,1.8350700000000002
55,3.6495500000000005,79.8691,3.5621400000000003,48.7685,0.732142
56,5.802390000000001,67.0014,4.522530000000001,46.6948,1.4859200000000001
57,4.92466,127.684,4.7014000000000005,56.7074,0.90275
58,3.5950300000000004,53.61,4.7788200000000005,30.7785,1.7600300000000002
59,1.8374000000000001,59.9118,3.7337300000000004,53.6022,1.8145300000000002
60,2.74004,32.2102,2.83481,49.340900000000005,0.940866
61,3.4834,76.1357,3.22609,66.3722,0.963343
62,3.16277,79.44980000000001,4.161230000000001,64.471,0.694688
63,5.17656,60.318400000000004,3.4331300000000002,45.2635,1.27228
64,4.2814700000000006,67.2566,3.7165700000000004,51.1802,1.1756
65,4.869280000000001,124.138,5.574750000000001,39.172000000000004,0.747431
66,3.1191400000000002,97.9577,3.2613100000000004,42.9161,0.9164249999999999
67,6.271350000000001,59.5961,2.83062,91.91470000000001,1.0376400000000001
68,4.40657,36.3926,4.535430000000001,32.5927,1.6986800000000002
69,3.7983700000000002,86.54560000000001,3.5003800000000003,66.66980000000001,0.6673800000000001
70,3.34988,70.395,5.22867,39.047000000000004,0.9240259999999999
71,3.45758,81.0432,2.6554300000000004,43.0407,0.772833
72,3.7840700000000003,44.397800000000004,3.8467200000000004,59.067600000000006,0.750093
73,4.87978,57.341300000000004,4.15008,33.0358,1.44056
74,4.59098,81.8953,2.37543,41.196400000000004,1.2407700000000002
75,5.773560000000001,49.340700000000005,4.077990000000001,41.3556,0.8881509999999999
76,2.9769300000000003,53.7222,3.8707200000000004,44.7665,1.0663500000000001
77,4.103020000000001,88.6221,2.32416,28.034300000000002,1.15473
78,2.98261,67.31790000000001,4.37185,67.074,1.06227
79,4.8443000000000005,83.96480000000001,3.8817500000000003,39.3757,0.9515629999999999
80,2.966,52.683800000000005,3.88641,64.747,0.845213
81,3.2493000000000003,54.3656,5.09938,59.9502,0.602878
82,4.338,53.3577,3.2409700000000004,24.782500000000002,1.19984
83,5.336320000000001,69.6566,3.5069500000000002,42.918400000000005,1.1965100000000002
84,3.6701500000000005,70.147,5.60686,54.9581,0.664913
85,3.3367600000000004,53.5758,3.3757900000000003,42.359500000000004,0.8387859999999999
86,3.2278800000000003,59.796600000000005,4.8244,60.9048,1.3261800000000001
87,6.377470000000001,107.735,5.37636,59.127100000000006,0.573265
88,4.76539,80.34530000000001,3.54272,44.2104,0.628934
89,4.03978,58.463800000000006,3.07371,86.0296,0.8140689999999999
90,7.278620000000001,43.389,4.388850000000001,35.4439,1.06043
91,5.52289,81.8832,4.45077,36.7864,1.12857
92,2.16121,66.9645,3.6874300000000004,54.8324,0.903218
93,2.9281,110.269,5.998950000000001,42.1911,1.00726
94,4.155130000000001,134.096,5.0236600000000005,48.5767,0.729935
95,4.0776900000000005,69.3632,6.291220000000001,48.094300000000004,0.880046
96,4.62026,94.36550000000001,4.2472,48.9972,0.97745
97,3.5352200000000003,83.6675,3.1072300000000004,50.8575,1.4786700000000002
98,3.27924,54.7359,2.73531,48.3476,0.964756
99,3.16616,144.242,6.29274,48.0322,0.676636
100,5.575740000000001,75.5539,3.3699000000000003,47.085,0.9461849999999999
101,3.5564600000000004,36.4392,4.81179,38.2488,1.3898400000000002
102,5.287660000000001,83.43560000000001,2.14771,65.6935,0.528014
103,3.4264200000000002,45.9123,4.36969,68.867,0.711679
104,3.5912800000000002,98.313,4.41791,34.5355,0.667893
105,3.8279300000000003,64.6639,5.780670000000001,42.2643,0.856417
106,4.93,86.3815,4.78554,63.691700000000004,1.2708300000000001
107,6.896980000000001,56.0146,3.58036,34.6269,0.808117
108,5.00431,96.1841,3.22717,35.3678,1.23988
109,3.8661200000000004,84.70790000000001,3.3109800000000003,46.9974,0.7944089999999999
110,3.2633600000000005,106.732,2.91495,35.9286,1.1544400000000001
111,7.15556,57.4206,4.30977,62.8297,1.4451100000000001
112,3.3265700000000002,51.248,3.26954,85.67750000000001,1.10287
113,5.217390000000001,124.435,4.353610000000001,31.9856,1.45594
114,3.4306200000000002,102.259,5.0021700000000004,40.993900000000004,0.861224
115,2.5289800000000002,71.80850000000001,4.46307,37.3311,0.8260200000000001
116,4.479830000000001,57.8652,3.80438,82.56020000000001,0.8807189999999999
117,6.48725,155.79,4.19257,58.4851,1.0717
118,2.56128,123.309,3.09791,45.598200000000006,1.2097200000000001
119,6.56437,75.6857,2.37998,50.8256,1.3277100000000002
120,5.015020000000001,45.6404,4.748690000000001,64.7292,1.1292300000000002
