TVCL,TVVC,TVQ,TVVP,omega[1],omega[2],omega[3],omega[4],sigma,.chain,.iteration,.draw
4.123600000000001,68.4824,4.02951,58.960300000000004,0.280812,0.273817,0.357157,0.359591,0.203648,1,1,1
3.9267100000000004,68.2084,4.01107,55.402,0.282679,0.32498499999999997,0.376283,0.277869,0.19502000000000003,1,2,2
4.0666400000000005,66.55420000000001,4.368,56.7886,0.267586,0.30824599999999996,0.39166399999999996,0.325849,0.20149499999999998,1,3,3
4.00539,67.13130000000001,3.99195,60.7881,0.309981,0.299847,0.35309,0.29753399999999997,0.19569399999999998,1,4,4
4.06669,67.2206,4.0426400000000005,59.1069,0.302593,0.275115,0.330237,0.261206,0.198399,1,5,5
4.1498,69.2916,3.9677100000000003,58.095400000000005,0.28557000000000005,0.265762,0.348914,0.306203,0.202741,1,6,6
4.249140000000001,68.6148,4.0379000000000005,54.543600000000005,0.282427,0.282255,0.384688,0.37753899999999996,0.19341000000000003,1,7,7
4.07634,68.7274,4.27299,51.4555,0.28499,0.312633,0.333595,0.366597,0.202366,1,8,8
3.99088,67.0544,4.14508,55.594500000000004,0.295102,0.30245000000000005,0.42610699999999996,0.26600199999999996,0.203541,1,9,9
4.01473,66.9273,4.0099100000000005,55.868700000000004,0.299504,0.300428,0.419242,0.270229,0.204194,1,10,10
4.01933,68.5958,3.7204200000000003,56.8731,0.30138699999999996,0.322092,0.324168,0.262576,0.207147,1,11,11
3.93068,66.284,3.8735500000000003,55.8688,0.311417,0.304814,0.406742,0.270125,0.20433099999999998,1,12,12
4.0681,66.5828,4.082990000000001,59.7147,0.2792,0.308143,0.372502,0.29409,0.197123,1,13,13
4.118130000000001,69.2509,3.9775700000000005,55.745200000000004,0.255594,0.336683,0.383359,0.294512,0.204792,1,14,14
4.18311,67.1547,4.17888,59.7014,0.269218,0.377111,0.310736,0.30752399999999996,0.19952299999999998,1,15,15
4.129580000000001,67.2714,3.8093000000000004,58.8491,0.24897699999999998,0.292134,0.38567399999999996,0.33713499999999996,0.19631099999999999,1,16,16
4.15017,68.9551,3.75464,56.409,0.247851,0.283509,0.331582,0.36062299999999997,0.202065,1,17,17
4.16377,66.7706,4.18763,52.517300000000006,0.2697,0.31572,0.326242,0.238168,0.200921,1,18,18
4.118720000000001,66.182,4.31477,52.625600000000006,0.257504,0.31269399999999997,0.374537,0.250177,0.200686,1,19,19
4.1657400000000004,68.3617,3.8542,50.767700000000005,0.230681,0.30061000000000004,0.303346,0.29176799999999997,0.202954,1,20,20
4.161370000000001,66.2813,4.27587,54.546600000000005,0.261528,0.29745099999999997,0.31799000000000005,0.300825,0.201482,1,21,21
4.016170000000001,66.4487,3.7375200000000004,54.9787,0.26409000000000005,0.308093,0.246714,0.326101,0.199798,1,22,22
4.02027,68.7244,3.6217,54.7329,0.26556,0.31116000000000005,0.298382,0.321442,0.19922499999999999,1,23,23
4.12554,68.09190000000001,3.83997,55.888,0.263057,0.295239,0.329384,0.32044,0.201952,1,24,24
4.1588400000000005,70.116,3.9196500000000003,50.360800000000005,0.236695,0.285541,0.29364,0.306296,0.19452899999999998,1,25,25
4.214700000000001,70.0745,4.0339,57.851600000000005,0.259258,0.270468,0.289173,0.274021,0.205757,1,26,26
4.220490000000001,68.8405,4.26572,57.091300000000004,0.240893,0.29695099999999996,0.37288099999999996,0.299552,0.200531,1,27,27
