TVCL,TVVC,TVQ,TVVP,omega[1],omega[2],omega[3],omega[4],sigma,.chain,.iteration,.draw
3.99915,70.8385,4.55471,51.5697,0.236716,0.264433,0.327342,0.382331,0.196822,1,1,1
3.96485,71.704,4.47988,50.1157,0.26553,0.283605,0.354399,0.266543,0.197882,1,2,2
3.9552,71.098,4.43079,55.3715,0.262144,0.258535,0.307391,0.305464,0.19566,1,3,3
4.00309,72.2174,4.23194,53.4405,0.266948,0.250147,0.322141,0.295213,0.199438,1,4,4
4.00657,70.7945,4.05142,54.2207,0.284796,0.255162,0.29725,0.23179,0.208744,1,5,5
3.97873,71.3241,3.7757,52.4774,0.297464,0.284242,0.297777,0.261739,0.198884,1,6,6
4.04892,68.9189,4.33885,53.4727,0.261113,0.281249,0.406628,0.278115,0.199085,1,7,7
4.05983,69.3743,4.07105,54.2625,0.262082,0.301044,0.474791,0.260873,0.203346,1,8,8
4.08693,70.8735,4.10826,58.7167,0.258766,0.306114,0.381839,0.301431,0.194193,1,9,9
4.07608,69.2649,3.54933,54.3308,0.254033,0.282784,0.368422,0.276607,0.200922,1,10,10
4.10113,69.5084,3.47223,51.7055,0.254866,0.292135,0.369786,0.273829,0.198471,1,11,11
4.09186,69.7965,3.92175,53.8812,0.254784,0.285835,0.329224,0.311586,0.194847,1,12,12
4.00778,69.1251,3.73258,53.9198,0.268123,0.274432,0.392152,0.383267,0.195476,1,13,13
4.09733,66.7889,3.70602,52.1111,0.264734,0.270457,0.356101,0.232568,0.200567,1,14,14
4.08973,65.4775,3.91343,52.4747,0.273315,0.290113,0.402621,0.326225,0.198638,1,15,15
4.16564,67.0583,4.34543,54.3201,0.284807,0.286227,0.333579,0.292593,0.202439,1,16,16
4.1499,69.0076,3.75038,54.9905,0.288948,0.27561,0.380047,0.306338,0.196328,1,17,17
4.24147,68.9677,4.28589,53.4496,0.271635,0.291354,0.333745,0.292175,0.2085,1,18,18
4.21283,67.4713,3.88192,49.9588,0.276642,0.28131,0.336564,0.278636,0.195315,1,19,19
4.2201,68.2971,4.13907,55.7729,0.27748,0.255627,0.329264,0.351043,0.202478,1,20,20
4.19964,68.5841,3.90272,55.8846,0.285024,0.25246,0.297377,0.37218,0.203971,1,21,21
4.14641,69.1927,3.74706,54.521,0.266367,0.266195,0.25357,0.29161,0.199027,1,22,22
4.08689,67.0925,3.85244,60.546,0.25851,0.295873,0.278305,0.416034,0.204318,1,23,23
4.14023,68.0389,4.10735,51.2919,0.261009,0.270459,0.288775,0.33439,0.200678,1,24,24
4.04608,68.9596,4.12692,56.4921,0.255607,0.279759,0.217938,0.352867,0.207181,1,25,25
4.09165,68.8648,4.13623,52.3882,0.247264,0.289127,0.305145,0.263445,0.195735,1,26,26
4.10507,69.6752,3.808,53.8105,0.267628,0.290037,0.284987,0.278524,0.19568,1,27,27
4.18857,70.1022,4.91595,52.5348,0.260569,0.267003,0.398775,0.290584,0.206209,1,28,28
4.19217,70.2291,4.22356,53.5572,0.297637,0.286323,0.274054,0.341876,0.194433,1,29,29
4.23762,69.5813,4.24185,51.971,0.291067,0.289327,0.327869,0.282321,0.204442,1,30,30
4.22464,68.3657,3.78846,54.6697,0.275241,0.278107,0.295229,0.290758,0.196052,1,31,31
4.17314,69.8778,3.78158,53.5041,0.28327,0.284623,0.328023,0.323483,0.194521,1,32,32
4.14264,69.1173,4.11213,52.7836,0.300013,0.30855,0.301476,0.315399,0.208149,1,33,33
4.1163,69.9775,3.71971,51.3048,0.300212,0.320418,0.467987,0.294957,0.196052,1,34,34
4.13263,69.2724,4.16898,53.8491,0.276638,0.296081,0.271269,0.206242,0.198775,1,35,35
4.08199,68.6369,3.71124,56.9759,0.289381,0.269999,0.35174,0.308947,0.203987,1,36,36
4.02064,68.2365,4.13704,56.1906,0.317482,0.258579,0.370129,0.282033,0.202571,1,37,37
3.98521,68.6762,3.77988,62.4236,0.300728,0.263001,0.405221,0.325486,0.193148,1,38,38
4.02384,68.7411,3.99655,57.5806,0.287926,0.266159,0.37308,0.292549,0.200063,1,39,39
3.96581,67.5256,3.7153,59.0761,0.302699,0.278898,0.399036,0.333946,0.199711,1,40,40
4.0211,67.0181,3.82096,59.0887,0.287989,0.257271,0.446815,0.299384,0.1923,1,41,41
3.93266,68.2331,3.67856,58.1063,0.264375,0.287353,0.40381,0.298382,0.207221,1,42,42
4.04215,68.2642,3.79808,59.7626,0.269976,0.287218,0.488339,0.284755,0.193244,1,43,43
