TVCL,TVVC,TVQ,TVVP,omega[1],omega[2],omega[3],omega[4],sigma,.chain,.iteration,.draw
4.15449,69.7117,4.07634,54.5367,0.288919,0.251731,0.283653,0.34648,0.203173,1,1,1
4.15491,69.2797,4.5529,56.5851,0.292535,0.247566,0.264222,0.311366,0.203689,1,2,2
4.16955,69.3324,3.97853,54.1502,0.285461,0.259239,0.274372,0.315347,0.202917,1,3,3
4.22944,69.4403,4.6785,54.4216,0.29347,0.272656,0.389287,0.339099,0.202157,1,4,4
4.21232,65.3717,4.23467,55.2402,0.318873,0.25539,0.383006,0.330992,0.203258,1,5,5
4.22438,65.2026,4.17154,54.3254,0.310496,0.291705,0.381399,0.28439,0.198916,1,6,6
4.26351,64.8709,4.315,54.8624,0.284616,0.29729,0.45795,0.306693,0.203553,1,7,7
4.22263,63.9111,4.04649,56.3595,0.286809,0.291398,0.393556,0.298343,0.200108,1,8,8
4.23447,65.6551,3.90946,53.657,0.278134,0.282692,0.433001,0.306682,0.201656,1,9,9
4.24038,66.1133,4.55514,53.0687,0.287556,0.242772,0.451742,0.317689,0.20234,1,10,10
4.23164,66.2915,4.50596,53.0907,0.283825,0.273709,0.388994,0.304967,0.201312,1,11,11
4.22743,64.8133,4.55928,54.8739,0.289596,0.285271,0.401603,0.275515,0.201394,1,12,12
4.21036,64.789,4.17739,52.7639,0.297374,0.272532,0.355897,0.309387,0.201137,1,13,13
4.22328,65.3004,4.25837,51.2059,0.310431,0.28796,0.335653,0.388662,0.20204,1,14,14
4.20018,65.1705,3.70059,51.5284,0.31019,0.283555,0.340451,0.355328,0.202068,1,15,15
4.21243,65.1398,4.28221,50.1176,0.316294,0.251086,0.300723,0.357873,0.204045,1,16,16
4.18987,65.5781,4.311,48.6154,0.327977,0.278292,0.27188,0.334802,0.202872,1,17,17
4.18037,64.2291,4.56686,50.1758,0.346729,0.2631,0.237036,0.314075,0.198977,1,18,18
4.05192,65.0907,3.71161,52.7927,0.324437,0.260195,0.287658,0.270717,0.207281,1,19,19
4.134,66.2376,4.54902,53.4016,0.336527,0.296206,0.222362,0.284855,0.196142,1,20,20
4.14055,66.7104,4.88546,53.8152,0.323344,0.28191,0.313089,0.348179,0.201838,1,21,21
4.18276,68.8443,4.33251,54.0672,0.309454,0.280736,0.27836,0.340146,0.200769,1,22,22
4.13411,68.4243,4.41516,56.8741,0.296423,0.270613,0.323454,0.288234,0.201875,1,23,23
4.13803,69.1412,4.1512,50.7318,0.272552,0.262263,0.309866,0.361046,0.200269,1,24,24
4.12931,63.5966,4.64916,57.9491,0.312902,0.275754,0.457608,0.322959,0.202233,1,25,25
4.14759,63.4538,4.50532,57.5899,0.309039,0.269836,0.41969,0.295704,0.20336,1,26,26
4.12733,64.6756,4.41649,55.5594,0.299543,0.262804,0.377506,0.322314,0.204124,1,27,27
4.20709,67.8393,4.16901,54.4588,0.298234,0.304078,0.389431,0.296948,0.19794900000000001,1,28,28
4.15652,65.5466,4.13245,53.1305,0.283204,0.263479,0.455097,0.302231,0.204942,1,29,29
4.157,65.3882,4.49472,54.706,0.290973,0.27928,0.487852,0.30811500000000003,0.200697,1,30,30
4.14253,65.7842,4.55558,55.0829,0.290842,0.274982,0.464751,0.310166,0.200723,1,31,31
4.15737,66.0087,4.47527,54.5743,0.286386,0.26264,0.370734,0.30262,0.197945,1,32,32
4.1317,65.6817,4.24868,57.4916,0.291912,0.27045,0.386927,0.284014,0.205437,1,33,33
4.14187,66.2972,4.2842,56.8134,0.29166,0.268992,0.420484,0.283513,0.205554,1,34,34
4.13179,66.133,4.22862,56.3722,0.285998,0.285322,0.274881,0.316065,0.199672,1,35,35
4.12336,65.9244,4.08458,54.9301,0.301485,0.264106,0.400546,0.263443,0.204023,1,36,36
4.12602,67.9793,4.15516,54.1009,0.295704,0.259389,0.265324,0.277712,0.203496,1,37,37
4.06392,66.8641,4.26393,52.6526,0.293676,0.242322,0.386625,0.276776,0.1999,1,38,38
4.09131,66.618,4.47554,52.7241,0.291905,0.253701,0.366547,0.296162,0.201296,1,39,39
4.08274,69.0786,3.93243,57.6944,0.314405,0.288395,0.491841,0.356234,0.202294,1,40,40
4.09791,71.1045,4.05379,54.7739,0.307142,0.281579,0.458793,0.313954,0.2015,1,41,41
4.00087,69.6484,3.69753,54.2683,0.300524,0.274328,0.475218,0.366733,0.200775,1,42,42
4.03676,66.7391,4.49146,54.9128,0.299766,0.269424,0.541736,0.328164,0.200297,1,43,43
4.02918,67.772,4.29672,51.9204,0.311437,0.270469,0.409895,0.334192,0.202388,1,44,44
4.04781,67.8578,4.20949,52.2673,0.309358,0.271636,0.463533,0.356857,0.201,1,45,45
4.20779,67.5898,4.42093,55.6604,0.301661,0.269026,0.495243,0.321024,0.200662,1,46,46
4.19889,68.0723,4.84257,55.7396,0.29723,0.243184,0.433009,0.356625,0.20203,1,47,47
4.19959,68.8301,4.40551,57.1719,0.3031,0.245472,0.359966,0.353101,0.19967,1,48,48
4.16358,65.7055,4.40769,56.6451,0.314699,0.237274,0.479931,0.341255,0.199175,1,49,49
4.16902,66.7912,4.92959,55.6774,0.310913,0.253784,0.505777,0.343823,0.198687,1,50,50
4.19931,67.115,4.45784,56.3846,0.299449,0.266014,0.412494,0.31526,0.198159,1,51,51
4.21403,67.0437,4.11232,50.7179,0.288059,0.253677,0.489022,0.32742,0.202816,1,52,52
4.18464,66.6703,4.30192,51.4402,0.290857,0.254883,0.359314,0.325154,0.196872,1,53,53
4.29722,64.4445,4.16156,57.738,0.29271,0.276154,0.459596,0.305657,0.200261,1,54,54
4.33365,64.0147,4.24514,59.5193,0.286697,0.257136,0.489698,0.27741,0.201897,1,55,55
4.35994,64.6677,4.16771,54.3423,0.281576,0.292832,0.411244,0.280778,0.199628,1,56,56
4.29768,69.4187,4.03265,53.1145,0.273821,0.262911,0.482668,0.335046,0.201293,1,57,57
4.31021,69.3988,3.91862,53.125,0.278501,0.264318,0.418277,0.345331,0.204576,1,58,58
4.3487,69.3707,4.12537,58.3922,0.27789,0.254697,0.463402,0.348219,0.203774,1,59,59
4.29656,69.5943,4.30731,53.7858,0.269335,0.270862,0.418922,0.329399,0.197816,1,60,60
4.23112,70.3278,4.3283,56.7598,0.262848,0.266397,0.423848,0.353051,0.2036,1,61,61
4.30956,69.7624,4.49194,52.7643,0.252774,0.213619,0.364792,0.343068,0.197796,1,62,62
4.16226,65.2063,4.20026,55.4059,0.299696,0.314132,0.343341,0.309523,0.198379,1,63,63
4.13966,65.4715,4.39426,57.1372,0.310137,0.289347,0.271756,0.299378,0.20232,1,64,64
4.15208,65.9807,4.53613,59.3767,0.291648,0.279011,0.311088,0.278602,0.202255,1,65,65
4.10295,65.5673,4.45965,59.1405,0.286626,0.293653,0.331677,0.286342,0.199098,1,66,66
4.16625,66.5188,4.41386,56.9215,0.291265,0.268302,0.321856,0.284089,0.203403,1,67,67
4.2235,65.9595,4.58547,54.4135,0.295505,0.272423,0.386636,0.322952,0.200813,1,68,68
4.23449,66.1332,4.49572,53.5905,0.298795,0.273113,0.344643,0.337346,0.199762,1,69,69
4.17751,65.7201,4.10432,51.9303,0.300173,0.280922,0.261954,0.348915,0.199563,1,70,70
4.13403,62.6045,4.35959,56.0031,0.298502,0.267456,0.418788,0.310026,0.203108,1,71,71
4.07434,64.2219,3.50157,51.9998,0.283419,0.289049,0.397086,0.353322,0.20039,1,72,72
4.09812,64.1809,4.27135,54.806,0.295492,0.276084,0.304709,0.32078,0.198891,1,73,73
4.03564,66.0185,3.33836,52.7115,0.281842,0.296477,0.384224,0.364742,0.203408,1,74,74
4.04374,64.2793,4.35332,56.8631,0.269973,0.243199,0.389677,0.325053,0.199506,1,75,75
4.04054,63.7338,4.4615,57.1657,0.274148,0.241455,0.339868,0.328157,0.202236,1,76,76
4.08825,64.1031,4.34474,56.5482,0.258484,0.254428,0.283531,0.311666,0.202211,1,77,77
4.14048,66.8584,4.20202,54.8862,0.253035,0.237611,0.344642,0.301036,0.203671,1,78,78
4.12367,65.0277,4.32383,53.1379,0.245754,0.239946,0.309457,0.340668,0.198207,1,79,79
4.16106,64.5856,4.32473,55.6255,0.245342,0.24235400000000001,0.31128,0.340997,0.203549,1,80,80
4.00429,66.3023,4.86026,52.8118,0.3012,0.287215,0.446288,0.311368,0.203843,1,81,81
3.97584,67.297,4.43545,52.7392,0.306066,0.263549,0.364571,0.297679,0.20315,1,82,82
4.01769,65.7918,4.20102,56.9552,0.302533,0.242123,0.355539,0.296514,0.202486,1,83,83
4.0264,67.0761,4.08921,56.9363,0.296376,0.265611,0.458547,0.279223,0.201445,1,84,84
4.06311,64.9022,4.16887,52.2238,0.281048,0.270791,0.395963,0.313811,0.203194,1,85,85
4.05155,64.6813,4.64843,53.5078,0.28152,0.267976,0.512239,0.338177,0.201572,1,86,86
4.03781,64.4538,4.48756,56.9423,0.289699,0.264473,0.422051,0.380158,0.201443,1,87,87
4.04153,64.0651,4.05552,55.2173,0.287192,0.27565,0.449113,0.304585,0.202272,1,88,88
4.03827,64.4428,4.05194,57.496,0.274739,0.277721,0.445681,0.358493,0.197819,1,89,89
4.0764,65.6507,3.80444,56.2166,0.270931,0.281465,0.53117,0.350662,0.205082,1,90,90
4.09489,66.2438,4.11922,52.1949,0.26619,0.281476,0.47147,0.318987,0.201696,1,91,91
4.08478,65.7854,3.93966,54.6616,0.269558,0.277795,0.401719,0.375357,0.202256,1,92,92
3.94954,70.3066,4.31458,57.7885,0.290522,0.234568,0.546897,0.32033,0.197236,1,93,93
3.95614,68.6117,4.55008,56.2436,0.289688,0.252902,0.485822,0.319989,0.206112,1,94,94
3.91765,66.143,4.46217,54.0326,0.291086,0.277395,0.465947,0.330866,0.195139,1,95,95
3.99147,66.6065,4.24656,56.8902,0.288465,0.261208,0.560553,0.330129,0.206773,1,96,96
4.03409,67.071,4.69322,58.4593,0.279313,0.285582,0.387378,0.358634,0.199284,1,97,97
4.03375,66.4775,3.70041,51.1896,0.271256,0.302381,0.368694,0.419496,0.205285,1,98,98
4.02457,65.6954,3.72287,49.7107,0.27666,0.304473,0.443821,0.396837,0.200995,1,99,99
4.03226,67.8647,3.36257,50.3912,0.275525,0.281895,0.459621,0.357618,0.201862,1,100,100
4.07167,64.3046,4.39345,54.2207,0.285252,0.248443,0.542033,0.36552,0.20266,1,101,101
4.06195,66.3516,3.77949,51.7236,0.271617,0.257115,0.382048,0.363519,0.195387,1,102,102
4.12041,64.1861,4.50152,54.8552,0.292552,0.247206,0.299804,0.289391,0.207533,1,103,103
4.1254,67.4113,4.53072,51.9329,0.280205,0.23309,0.300069,0.307044,0.201793,1,104,104
4.11291,66.5523,4.4717,52.2389,0.28402,0.2357,0.302107,0.3009,0.20389,1,105,105
4.10136,67.3212,4.33936,49.9517,0.278008,0.258947,0.285193,0.363541,0.201172,1,106,106
4.11812,67.4924,4.35101,50.256100000000004,0.283801,0.257197,0.274611,0.353864,0.201793,1,107,107
4.06381,67.4397,3.93843,49.8014,0.278845,0.233937,0.25168,0.357313,0.205343,1,108,108
4.09191,66.1742,4.43572,54.1138,0.281949,0.250751,0.264399,0.385232,0.204191,1,109,109
4.02126,65.0559,4.25595,54.8433,0.297158,0.237936,0.363918,0.322748,0.203035,1,110,110
4.04031,66.0807,4.18315,54.6822,0.296637,0.24248,0.355472,0.348147,0.201011,1,111,111
4.06282,65.9599,4.37322,58.491,0.292713,0.253757,0.394477,0.352604,0.20293,1,112,112
4.04005,66.9779,3.68827,48.9011,0.299181,0.276216,0.292315,0.359682,0.200373,1,113,113
4.02445,66.3025,3.95952,50.3879,0.310454,0.272497,0.289221,0.374993,0.20233400000000001,1,114,114
3.9944,68.5791,4.31971,48.8433,0.307179,0.300287,0.238344,0.356695,0.202192,1,115,115
4.0748,66.5977,4.3913,56.3281,0.304182,0.245915,0.179347,0.353076,0.202085,1,116,116
4.03569,66.0009,4.11281,53.8149,0.292429,0.257964,0.240823,0.335862,0.202605,1,117,117
4.0295,68.5159,4.20493,56.7717,0.316747,0.297781,0.26351,0.333365,0.201833,1,118,118
4.13193,67.9247,4.05922,51.1134,0.305428,0.253982,0.274563,0.321535,0.202537,1,119,119
4.18331,66.2022,4.4705,55.562,0.298163,0.249788,0.282849,0.245723,0.202252,1,120,120
4.15834,67.8566,4.22852,57.2592,0.295117,0.237711,0.250782,0.322576,0.20313,1,121,121
4.18249,67.5321,4.31811,56.8958,0.294197,0.262392,0.282081,0.31058,0.207248,1,122,122
4.16768,66.8566,4.66055,54.1779,0.296681,0.270228,0.381066,0.298909,0.196042,1,123,123
4.16303,66.9247,4.43647,55.203,0.298905,0.277798,0.307639,0.30587,0.195399,1,124,124
4.13377,67.9754,4.07021,51.6547,0.302181,0.256684,0.342983,0.300771,0.208357,1,125,125
4.10394,66.2162,4.30068,55.9681,0.297301,0.244932,0.345531,0.329239,0.197006,1,126,126
4.1011,65.5054,4.56375,54.8569,0.294664,0.246489,0.383558,0.279579,0.205262,1,127,127
4.12875,67.7576,4.5353,54.3962,0.2866,0.286324,0.428592,0.293744,0.200191,1,128,128
4.05675,66.2227,4.16276,54.8609,0.303602,0.292209,0.399395,0.356403,0.201354,1,129,129
4.07499,64.7201,4.02331,54.5161,0.311875,0.269135,0.402482,0.367001,0.200865,1,130,130
4.05035,66.0178,3.84598,53.8636,0.298908,0.301734,0.42138,0.382209,0.200579,1,131,131
4.05692,65.8853,3.6826,55.2252,0.322244,0.269698,0.346099,0.423519,0.203702,1,132,132
4.13166,66.8027,4.24205,54.3956,0.308066,0.25388,0.368918,0.309061,0.199321,1,133,133
4.14453,64.6479,4.95922,55.6212,0.288008,0.247806,0.40581,0.347744,0.203775,1,134,134
4.08893,65.5441,3.9614,54.6164,0.312979,0.247665,0.380583,0.37943,0.198132,1,135,135
4.17919,64.0003,4.40157,58.0181,0.302401,0.262026,0.380922,0.360506,0.205674,1,136,136
4.18103,66.0773,4.52614,54.8538,0.2931,0.286087,0.37281,0.324612,0.201083,1,137,137
4.13875,65.1341,4.27439,57.458,0.303485,0.287677,0.286356,0.315882,0.198582,1,138,138
4.11807,64.9785,4.18474,56.7225,0.310844,0.28833,0.434138,0.328376,0.198023,1,139,139
4.173,65.1972,4.27695,54.2541,0.303973,0.294889,0.371109,0.289395,0.199295,1,140,140
4.07788,66.9732,3.41814,54.0321,0.303394,0.280328,0.369508,0.361261,0.206563,1,141,141
4.13395,65.4783,3.81056,55.9057,0.293671,0.292587,0.461336,0.305658,0.201451,1,142,142
4.13222,66.1001,3.72072,54.3509,0.291559,0.28969,0.397471,0.321811,0.20149,1,143,143
