TVCL,TVVC,TVQ,TVVP,omega[1],omega[2],omega[3],omega[4],sigma,.chain,.iteration,.draw
4.17823,65.6224,4.28918,52.6884,0.328418,0.269147,0.370614,0.393687,0.200929,1,1,1
4.22365,65.1223,4.55746,53.5671,0.35391,0.268868,0.439519,0.299781,0.201637,1,2,2
4.24167,65.903,4.5395200000000004,55.7619,0.35508,0.263343,0.413939,0.355507,0.200065,1,3,3
4.20125,68.3243,3.96895,53.4061,0.338444,0.276667,0.315644,0.38259,0.201249,1,4,4
4.02832,65.8234,4.60584,54.2169,0.323439,0.294067,0.540047,0.296315,0.202381,1,5,5
4.05314,66.1955,4.0747,52.6789,0.32111,0.252691,0.391539,0.34799,0.198893,1,6,6
4.1427,68.4748,4.66605,56.1476,0.292504,0.259586,0.314443,0.343081,0.200154,1,7,7
4.22006,67.4731,3.98636,55.5371,0.28124,0.248483,0.332687,0.287927,0.204035,1,8,8
4.2619,63.949,4.20693,52.1621,0.289419,0.272075,0.295741,0.320299,0.202666,1,9,9
4.23438,67.1445,3.84028,55.4233,0.281464,0.251037,0.307579,0.288181,0.201355,1,10,10
4.2025,66.7331,4.21367,54.7761,0.279815,0.250864,0.291011,0.326766,0.200081,1,11,11
4.159,73.6652,4.15691,49.333,0.280207,0.319623,0.367116,0.34542,0.201429,1,12,12
4.21249,69.1508,4.50541,56.6875,0.253279,0.229257,0.224443,0.323507,0.201843,1,13,13
4.20677,71.041,3.77943,49.0752,0.235287,0.273318,0.24214,0.324285,0.202885,1,14,14
4.17129,67.992,4.27395,54.8208,0.259173,0.272113,0.334665,0.334264,0.204874,1,15,15
4.17068,68.2605,4.49859,56.168,0.264627,0.275059,0.337942,0.2751,0.20112,1,16,16
4.17601,68.985,4.48825,56.8465,0.265258,0.23519,0.362779,0.326517,0.201701,1,17,17
4.17904,65.9605,4.476,53.6965,0.26299,0.283713,0.282236,0.312413,0.20092,1,18,18
4.15659,68.2158,3.92918,51.0293,0.265685,0.293224,0.21062,0.333457,0.198342,1,19,19
4.09164,67.1988,3.95725,53.8511,0.320924,0.308388,0.450322,0.341001,0.199208,1,20,20
