TVCL,TVVC,TVQ,TVVP,omega[1],omega[2],omega[3],omega[4],sigma,.chain,.iteration,.draw
4.30062,64.0612,4.39395,56.4229,0.306937,0.275273,0.406439,0.289995,0.198913,1,1,1
4.23598,67.8042,3.64093,49.7207,0.297302,0.288469,0.270146,0.360674,0.199858,1,2,2
4.21722,66.9413,4.41114,54.3898,0.286917,0.280914,0.368813,0.331194,0.201232,1,3,3
4.2894,65.2039,4.11052,52.7516,0.266823,0.26901,0.340554,0.317539,0.199913,1,4,4
4.23837,70.4086,4.3583,53.3087,0.263966,0.264875,0.434122,0.379552,0.198286,1,5,5
4.20326,71.6826,3.7726,53.6766,0.266147,0.279538,0.412253,0.353628,0.202951,1,6,6
4.22462,70.0902,4.25248,55.0595,0.248688,0.271037,0.381481,0.321151,0.19943,1,7,7
4.24261,67.4651,4.02953,54.5193,0.267212,0.235605,0.370384,0.395168,0.203963,1,8,8
4.20893,66.9557,4.09945,54.1489,0.256105,0.241386,0.36033,0.37206,0.204258,1,9,9
4.1857,71.2423,4.11247,50.206,0.300797,0.245586,0.270382,0.310736,0.200797,1,10,10
4.15808,67.5891,4.23017,56.6683,0.339146,0.280562,0.32707,0.34818,0.202888,1,11,11
4.10502,68.6899,3.56149,48.0914,0.307356,0.265888,0.349582,0.383312,0.202065,1,12,12
4.12197,67.6799,3.76238,48.3002,0.300595,0.23591,0.342354,0.364867,0.200478,1,13,13
4.11845,66.9077,4.31762,60.3431,0.302274,0.249136,0.45835,0.312151,0.19924,1,14,14
4.17097,67.2332,4.10753,49.3564,0.291793,0.238449,0.337385,0.327486,0.203607,1,15,15
4.23225,67.3018,4.1482,59.4933,0.299581,0.291671,0.361508,0.264303,0.203436,1,16,16
4.23111,66.8058,4.10949,58.9834,0.298504,0.28809,0.368536,0.269025,0.203675,1,17,17
4.23918,66.6865,4.58624,52.1116,0.317397,0.27855,0.34417,0.35236,0.198994,1,18,18
4.18864,67.8877,3.44649,54.3368,0.321804,0.30732,0.417251,0.375743,0.203501,1,19,19
4.23338,65.8545,4.48373,55.2123,0.318116,0.258456,0.445846,0.331777,0.196076,1,20,20
4.20489,65.4112,4.0738,54.9259,0.282715,0.282348,0.393507,0.43967,0.203653,1,21,21
4.29358,67.1391,3.64773,51.8583,0.264926,0.323939,0.353072,0.368628,0.200322,1,22,22
4.31568,67.5975,3.85255,52.9162,0.261465,0.317974,0.37262,0.405974,0.20246,1,23,23
4.33544,67.4031,4.08913,54.665,0.276201,0.262616,0.418242,0.323543,0.199812,1,24,24
4.33098,67.4075,4.00395,53.8165,0.25966,0.28806,0.455741,0.343482,0.199671,1,25,25
4.21738,65.9946,3.73154,53.4046,0.247129,0.324306,0.541888,0.374247,0.205239,1,26,26
4.21256,68.3256,4.10443,49.8173,0.283044,0.263496,0.455411,0.342306,0.201744,1,27,27
4.21278,70.9496,3.62194,53.3383,0.283791,0.28666,0.304536,0.373131,0.201279,1,28,28
4.17972,70.6819,4.11078,51.3499,0.274781,0.26853,0.233108,0.337105,0.201752,1,29,29
4.1155,67.458,4.48311,52.3328,0.272702,0.292219,0.268537,0.342636,0.202322,1,30,30
4.11546,67.7223,4.0176,55.7116,0.271493,0.267245,0.429819,0.305314,0.202517,1,31,31
4.10646,68.0064,4.18063,56.6291,0.272284,0.245592,0.3874,0.2996,0.203257,1,32,32
4.15545,67.8071,4.26712,53.6998,0.272307,0.250821,0.356042,0.29787,0.199497,1,33,33
4.15124,69.5416,4.17768,52.6433,0.2785,0.277411,0.319343,0.347929,0.202217,1,34,34
4.12847,66.5502,4.33563,53.8986,0.283431,0.247719,0.398977,0.311208,0.200038,1,35,35
4.05841,65.9624,4.65959,58.5702,0.292872,0.28409,0.361586,0.3102,0.202981,1,36,36
4.03267,66.4995,4.52143,55.2314,0.313717,0.286757,0.316755,0.303241,0.199747,1,37,37
4.02494,67.8941,4.68559,54.6258,0.298116,0.292688,0.246262,0.318335,0.199914,1,38,38
3.93752,68.3744,4.43402,52.2493,0.302041,0.313951,0.363309,0.279948,0.202994,1,39,39
3.99059,69.414,4.09672,53.8418,0.293221,0.273665,0.361134,0.322012,0.202245,1,40,40
3.99002,69.5675,4.02636,55.0242,0.272739,0.289524,0.323278,0.313973,0.200103,1,41,41
4.03136,70.3371,4.43453,52.0389,0.277681,0.257548,0.26791,0.324017,0.198534,1,42,42
4.18307,67.1506,3.93543,54.9389,0.31497000000000003,0.305122,0.302027,0.291258,0.199506,1,43,43
4.19683,67.4624,3.85573,53.2344,0.308075,0.279722,0.285226,0.274794,0.200494,1,44,44
4.2203,65.6437,4.33555,51.1371,0.289229,0.260858,0.331338,0.407313,0.20303,1,45,45
4.21588,65.1831,4.38852,52.5083,0.279407,0.285717,0.229651,0.308131,0.199056,1,46,46
4.22094,64.9332,4.05711,52.8871,0.289099,0.27436,0.223682,0.369539,0.203574,1,47,47
4.20538,67.9222,4.00597,52.8435,0.285073,0.282385,0.214787,0.303163,0.201401,1,48,48
4.18659,67.7181,4.3262,54.0209,0.283106,0.275881,0.306003,0.302603,0.201149,1,49,49
4.02323,68.789,4.60865,52.5593,0.272868,0.269384,0.289408,0.347755,0.201008,1,50,50
4.03565,70.1211,4.07328,50.2537,0.284997,0.271824,0.351457,0.320775,0.202857,1,51,51
4.01199,68.5103,3.64364,55.8663,0.291985,0.241085,0.470278,0.306611,0.204358,1,52,52
4.10235,66.8635,4.82693,50.6082,0.263098,0.265878,0.34866,0.351589,0.19674,1,53,53
4.09754,65.5273,3.72372,55.8073,0.296371,0.28624,0.361238,0.298392,0.202352,1,54,54
4.14949,67.4144,4.28527,51.4642,0.309076,0.279242,0.415136,0.370773,0.201881,1,55,55
4.20899,67.4782,4.31879,55.0467,0.288641,0.252286,0.499314,0.311675,0.198943,1,56,56
4.19472,64.848,4.55291,58.4342,0.28287,0.295532,0.494702,0.393093,0.20098,1,57,57
4.2355,68.6782,4.45982,53.4066,0.298441,0.327886,0.394165,0.389549,0.20117,1,58,58
4.19829,68.1076,4.47509,51.6222,0.28984,0.312147,0.363604,0.389654,0.195556,1,59,59
4.24548,68.033,4.21128,52.6548,0.289704,0.296089,0.36318,0.344018,0.200506,1,60,60
4.15341,67.7426,4.62098,53.8215,0.263234,0.275333,0.420287,0.359257,0.199749,1,61,61
4.12914,68.6522,4.59518,55.0835,0.27288,0.27217,0.322515,0.286299,0.200696,1,62,62
4.11691,68.2566,4.02102,54.5236,0.260372,0.302711,0.37613,0.314291,0.200267,1,63,63
4.07075,65.0058,4.38692,52.7636,0.272899,0.266836,0.373014,0.290579,0.202094,1,64,64
3.95045,65.8113,4.26153,54.5396,0.285698,0.24397,0.261406,0.308209,0.203542,1,65,65
3.94696,65.4729,4.14063,53.7297,0.28342,0.295869,0.295415,0.302834,0.20566,1,66,66
3.93522,64.6922,4.49408,55.1296,0.273835,0.271542,0.261142,0.31162,0.200444,1,67,67
3.94894,65.448,4.60049,56.9646,0.280778,0.26407,0.298509,0.239693,0.20233,1,68,68
3.94887,69.5083,4.57717,51.3686,0.287855,0.278296,0.226029,0.347179,0.20174,1,69,69
3.93611,70.2008,4.19299,53.2487,0.291117,0.300874,0.232027,0.235281,0.202997,1,70,70
3.90796,71.1285,4.16483,52.7182,0.289876,0.283381,0.230864,0.259358,0.202344,1,71,71
3.86036,67.9544,4.4995,54.8862,0.301459,0.260906,0.326747,0.294202,0.202467,1,72,72
3.83736,67.6395,4.35171,55.2814,0.300025,0.269218,0.309855,0.303353,0.202062,1,73,73
3.86644,68.1713,4.32571,55.3083,0.296295,0.263261,0.323946,0.330854,0.20309,1,74,74
3.79538,68.5444,4.50685,50.9732,0.301487,0.311624,0.32691,0.310872,0.201849,1,75,75
3.82019,67.9896,4.62877,53.7369,0.297379,0.275766,0.348535,0.279845,0.202523,1,76,76
3.87635,67.1829,4.28126,54.8988,0.295122,0.264986,0.253315,0.353719,0.201805,1,77,77
3.85998,68.9819,4.35925,55.4865,0.293173,0.294467,0.222289,0.330867,0.199923,1,78,78
3.98498,66.9336,4.15081,54.5335,0.275467,0.268124,0.299322,0.28986,0.198423,1,79,79
3.934,65.4471,5.17266,53.8722,0.273776,0.282296,0.524259,0.333261,0.198874,1,80,80
4.01072,66.978,4.31419,52.9571,0.269012,0.24127,0.302057,0.265354,0.205226,1,81,81
4.0134,66.1456,4.06087,53.7233,0.266381,0.256362,0.28835,0.312113,0.201265,1,82,82
4.07687,65.2991,4.63315,54.659,0.286086,0.245009,0.346276,0.249532,0.201868,1,83,83
4.04845,67.7302,3.96876,54.1385,0.276508,0.272536,0.222017,0.333654,0.205891,1,84,84
4.08574,67.8112,3.94969,52.44,0.275283,0.272228,0.143317,0.319252,0.199204,1,85,85
4.09905,69.8457,4.34192,53.9186,0.277469,0.262201,0.334293,0.29927,0.203438,1,86,86
4.07781,68.4958,4.25159,53.9625,0.276979,0.262536,0.387498,0.28872,0.200747,1,87,87
4.0757,68.9396,4.0637,53.7422,0.278006,0.27315,0.332029,0.319295,0.202547,1,88,88
4.04036,69.5784,4.39056,51.6672,0.284904,0.253397,0.442314,0.298843,0.202982,1,89,89
4.04793,68.998,4.06776,57.069,0.291321,0.232275,0.444172,0.357293,0.203982,1,90,90
4.03071,69.0396,4.73287,54.4633,0.300404,0.267442,0.427309,0.34628,0.201297,1,91,91
4.01646,67.2355,3.94668,54.0733,0.294448,0.271894,0.383413,0.314591,0.201443,1,92,92
4.11279,68.9471,4.56158,56.0362,0.280752,0.270405,0.301388,0.279149,0.200223,1,93,93
4.12557,68.1597,4.10031,56.2246,0.271934,0.270812,0.339004,0.293912,0.197503,1,94,94
4.18736,64.1072,4.87824,56.68,0.26169,0.297751,0.374367,0.262854,0.204634,1,95,95
4.1414,67.9396,4.37439,55.3187,0.254614,0.254959,0.26958,0.33392,0.200517,1,96,96
4.00048,67.0972,4.07286,51.3257,0.273706,0.283488,0.285022,0.315466,0.201326,1,97,97
3.98896,65.6516,4.87363,53.6993,0.278508,0.240715,0.392692,0.283125,0.202282,1,98,98
4.0075,66.0873,4.79901,53.6716,0.27652,0.242038,0.409874,0.272449,0.202639,1,99,99
3.90085,65.4879,4.00357,52.671,0.287666,0.279001,0.408107,0.342924,0.202225,1,100,100
